invoice_id,customer_id,due_date,invoice_amount,days_overdue,prior_late_payments,dispute_flagged_in_ar,avg_days_late_last_6_invoices,purchase_order_required,purchase_order_on_invoice,invoice_revision_count,amount_variance_vs_contract_pct,acknowledged_in_portal,hour_of_day,true_root_cause,logged_action,logged_recovered,po_do_nothing,po_automated_reminder,po_automated_reminder_with_payment_plan_offer,po_escalate_to_collections
inv_000286,cust_000673,2026-02-07T00:00:00,29534.45,1,0,False,1.3,False,True,0,0.17,False,12,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000287,cust_001073,2026-01-30T00:00:00,6696.26,5,1,True,2.1,False,True,0,15.84,True,13,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000288,cust_001389,2026-06-15T00:00:00,5167.23,90,3,False,27.7,True,True,0,1.74,True,14,chronic_late_payer,do_nothing,False,False,False,False,False
inv_000289,cust_000679,2026-04-19T00:00:00,166549.85,5,5,False,11.0,True,False,0,0.88,True,18,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,True,False,True
inv_000290,cust_000466,2026-06-03T00:00:00,67840.55,5,2,False,22.8,True,False,0,1.52,False,11,chronic_late_payer,automated_reminder,False,False,False,True,False
inv_000291,cust_001486,2026-07-04T00:00:00,75336.05,30,5,False,5.8,True,True,2,19.27,False,16,invoice_error,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000292,cust_000845,2026-06-11T00:00:00,18774.89,1,1,False,0.4,False,True,2,1.94,True,10,invoice_error,automated_reminder,False,False,False,False,False
inv_000293,cust_001002,2026-07-16T00:00:00,42922.58,30,0,False,7.5,True,True,0,0.92,True,12,cash_flow_issue,escalate_to_collections,True,False,True,True,True
inv_000294,cust_000497,2026-04-20T00:00:00,9925.13,30,5,False,5.3,True,True,0,1.21,False,16,cash_flow_issue,escalate_to_collections,False,False,True,True,False
inv_000295,cust_001238,2026-06-18T00:00:00,8923.77,1,0,False,0.0,True,True,0,7.71,True,17,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000296,cust_000372,2026-03-14T00:00:00,34070.21,15,8,False,10.7,False,True,0,0.22,True,15,chronic_late_payer,do_nothing,False,False,False,False,False
inv_000297,cust_000511,2026-03-04T00:00:00,99228.25,45,4,False,29.1,False,True,0,0.45,True,18,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000298,cust_001032,2026-04-24T00:00:00,35062.63,5,3,True,7.2,False,True,0,11.5,True,11,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000299,cust_001369,2026-03-23T00:00:00,12382.42,5,8,False,27.8,True,True,0,0.96,False,17,chronic_late_payer,escalate_to_collections,False,False,True,True,False
inv_000300,cust_000734,2026-03-28T00:00:00,6782.07,45,3,False,4.0,True,True,0,1.92,True,15,dispute_pending,automated_reminder_with_payment_plan_offer,True,False,False,True,True
inv_000301,cust_001218,2026-06-16T00:00:00,30911.76,1,0,False,2.9,True,True,0,1.63,True,11,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000302,cust_000701,2026-02-17T00:00:00,12775.17,30,3,False,17.8,False,True,0,0.8,True,12,chronic_late_payer,do_nothing,True,True,True,True,True
inv_000303,cust_000757,2026-05-02T00:00:00,10132.32,1,2,False,7.1,True,True,0,0.65,True,11,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,False,True,True
inv_000304,cust_000357,2026-03-18T00:00:00,18883.4,45,3,False,7.2,False,True,0,1.17,True,10,cash_flow_issue,automated_reminder,False,False,False,True,True
inv_000305,cust_001390,2026-03-22T00:00:00,51207.15,15,0,False,22.3,False,True,0,0.19,True,17,chronic_late_payer,do_nothing,False,False,True,True,True
inv_000306,cust_000693,2026-04-03T00:00:00,59362.73,30,6,False,17.7,False,True,0,2.36,True,12,chronic_late_payer,do_nothing,False,False,False,False,False
inv_000307,cust_000777,2026-07-03T00:00:00,42828.44,120,4,False,26.6,True,True,1,0.28,False,12,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,True
inv_000308,cust_001352,2026-01-31T00:00:00,9906.54,15,5,False,7.1,True,False,1,7.0,False,11,invoice_error,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000309,cust_000594,2026-03-19T00:00:00,6456.88,90,3,False,18.2,True,True,0,0.33,True,11,chronic_late_payer,automated_reminder,True,False,True,False,False
inv_000310,cust_001383,2026-01-26T00:00:00,3000.0,5,0,False,5.6,True,True,0,0.24,False,18,cash_flow_issue,escalate_to_collections,True,False,True,True,True
inv_000311,cust_001142,2026-01-11T00:00:00,68511.8,5,0,False,4.6,True,True,0,1.02,True,11,cash_flow_issue,do_nothing,False,False,True,True,False
inv_000312,cust_000207,2026-01-27T00:00:00,372372.42,60,1,False,1.3,True,True,1,3.99,True,9,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000313,cust_000846,2026-07-02T00:00:00,9699.28,45,2,False,9.0,True,True,0,0.12,False,12,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000314,cust_001034,2026-04-22T00:00:00,86708.26,30,1,False,16.3,True,True,0,0.04,False,16,chronic_late_payer,escalate_to_collections,True,True,True,True,True
inv_000315,cust_000409,2026-04-20T00:00:00,12584.71,60,0,False,0.0,True,True,0,1.18,True,15,cash_flow_issue,do_nothing,False,False,True,True,True
inv_000316,cust_000077,2026-07-06T00:00:00,30068.44,30,8,False,14.9,True,True,0,0.63,True,11,cash_flow_issue,do_nothing,True,True,True,True,True
inv_000317,cust_001257,2026-05-31T00:00:00,491370.35,45,4,False,4.6,False,True,0,0.78,True,16,cash_flow_issue,do_nothing,False,False,True,True,False
inv_000318,cust_001430,2026-01-26T00:00:00,87031.75,1,3,False,15.5,False,True,0,0.11,False,17,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,True,True,False,False
inv_000319,cust_000379,2026-05-06T00:00:00,51269.2,1,2,True,4.8,False,True,0,5.11,False,16,dispute_pending,do_nothing,False,False,False,False,False
inv_000320,cust_001480,2026-07-16T00:00:00,66421.66,15,4,False,10.2,False,True,0,1.95,True,13,cash_flow_issue,escalate_to_collections,False,False,True,True,False
inv_000321,cust_000479,2026-06-20T00:00:00,30668.01,90,0,False,4.0,False,True,0,1.14,True,16,cash_flow_issue,escalate_to_collections,True,False,False,True,True
inv_000322,cust_000877,2026-05-22T00:00:00,80798.89,15,4,False,3.5,False,True,0,0.45,False,15,cash_flow_issue,escalate_to_collections,False,False,False,True,False
inv_000323,cust_001413,2026-01-12T00:00:00,492090.13,60,0,False,6.9,True,True,0,1.87,True,17,cash_flow_issue,escalate_to_collections,False,False,True,True,False
inv_000324,cust_001139,2026-02-25T00:00:00,35962.8,1,2,True,3.5,True,True,0,6.9,True,13,dispute_pending,automated_reminder,False,False,False,True,False
inv_000325,cust_000747,2026-02-06T00:00:00,196790.97,60,3,False,12.1,False,True,0,0.39,True,15,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,True,False,True
inv_000326,cust_001104,2026-01-16T00:00:00,372250.34,1,2,False,9.9,False,True,0,1.16,True,14,cash_flow_issue,do_nothing,False,False,True,True,False
inv_000327,cust_000783,2026-02-24T00:00:00,3958.56,1,8,False,40.9,True,True,0,1.33,True,16,chronic_late_payer,automated_reminder,True,False,True,True,False
inv_000328,cust_000654,2026-01-03T00:00:00,409279.24,60,3,False,11.4,True,True,0,0.06,False,18,cash_flow_issue,do_nothing,False,False,True,True,True
inv_000329,cust_000760,2026-04-14T00:00:00,34290.13,1,5,False,17.3,True,True,0,0.93,True,17,chronic_late_payer,do_nothing,True,True,True,True,True
inv_000330,cust_000759,2026-06-26T00:00:00,32125.38,30,8,False,12.7,True,True,0,0.54,True,16,chronic_late_payer,escalate_to_collections,False,False,True,False,False
inv_000331,cust_000741,2026-01-30T00:00:00,8833.0,15,7,False,31.8,True,True,0,1.22,False,18,chronic_late_payer,do_nothing,False,False,True,False,True
inv_000332,cust_001438,2026-04-14T00:00:00,65283.14,1,5,False,18.4,True,True,0,0.74,True,9,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000333,cust_001317,2026-06-07T00:00:00,7093.49,60,2,False,9.8,True,True,0,0.56,True,10,cash_flow_issue,automated_reminder,True,True,True,True,False
inv_000334,cust_001472,2026-04-12T00:00:00,35596.47,15,2,False,9.3,True,True,0,0.59,True,10,cash_flow_issue,automated_reminder,True,True,True,True,True
inv_000335,cust_000744,2026-05-09T00:00:00,20725.79,15,2,False,7.7,True,True,0,0.07,False,18,cash_flow_issue,automated_reminder,False,False,False,True,False
inv_000336,cust_001431,2026-03-06T00:00:00,46765.1,30,1,False,3.9,True,True,0,1.03,True,17,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000337,cust_001422,2026-03-16T00:00:00,248837.99,1,8,False,24.9,True,True,0,2.08,False,16,chronic_late_payer,automated_reminder,False,True,False,False,True
inv_000338,cust_000372,2026-04-27T00:00:00,37454.84,90,4,False,16.3,True,True,0,1.56,False,9,cash_flow_issue,escalate_to_collections,True,True,True,True,True
inv_000339,cust_000339,2026-01-07T00:00:00,66015.73,30,3,True,12.7,False,True,0,6.74,True,15,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000340,cust_000118,2026-01-03T00:00:00,72940.68,1,2,False,12.9,False,True,0,3.08,True,12,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000341,cust_000724,2026-07-05T00:00:00,27563.98,15,1,True,8.1,False,True,0,13.92,True,12,dispute_pending,automated_reminder,False,False,False,False,False
inv_000342,cust_001072,2026-01-31T00:00:00,46662.9,60,0,False,0.9,False,True,1,0.75,True,18,cash_flow_issue,do_nothing,False,False,True,False,False
inv_000343,cust_001167,2026-04-23T00:00:00,6744.38,30,6,False,23.5,True,True,0,0.88,False,12,chronic_late_payer,escalate_to_collections,False,False,False,False,False
inv_000344,cust_001187,2026-01-10T00:00:00,88009.45,30,6,False,5.0,True,True,1,0.06,False,11,chronic_late_payer,automated_reminder,True,False,True,False,False
inv_000345,cust_001369,2026-02-28T00:00:00,19535.89,5,6,False,21.1,True,True,0,1.38,False,9,chronic_late_payer,escalate_to_collections,True,True,True,True,True
inv_000346,cust_000413,2026-04-07T00:00:00,3000.0,90,4,False,27.8,True,True,0,0.09,True,13,chronic_late_payer,escalate_to_collections,False,False,False,False,False
inv_000347,cust_000734,2026-01-29T00:00:00,3000.0,5,3,True,9.5,False,True,1,14.8,True,15,dispute_pending,escalate_to_collections,False,False,False,True,False
inv_000348,cust_000863,2026-06-17T00:00:00,4667.97,45,5,False,4.0,True,False,0,0.87,True,18,cash_flow_issue,automated_reminder,False,False,False,False,True
inv_000349,cust_000574,2026-02-16T00:00:00,52376.11,1,6,False,6.4,True,True,0,0.71,True,15,cash_flow_issue,do_nothing,True,True,False,True,True
inv_000350,cust_000892,2026-07-18T00:00:00,283268.64,30,6,False,16.3,False,True,0,1.05,True,13,cash_flow_issue,automated_reminder,False,False,False,True,True
inv_000351,cust_000056,2026-03-09T00:00:00,16585.6,120,4,False,0.4,True,True,0,0.89,True,15,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000352,cust_000829,2026-03-30T00:00:00,13680.15,90,0,False,10.1,True,True,0,0.49,True,10,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000353,cust_000966,2026-01-10T00:00:00,5579.27,60,6,False,30.6,False,True,0,0.12,True,10,chronic_late_payer,automated_reminder,True,False,True,True,True
inv_000354,cust_001187,2026-05-10T00:00:00,66023.45,5,8,False,23.9,True,True,0,0.48,True,16,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000355,cust_000777,2026-05-21T00:00:00,56207.45,30,6,False,17.2,False,True,0,0.84,True,14,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,False,False,True,True
inv_000356,cust_000777,2026-02-02T00:00:00,53781.13,1,2,True,2.3,True,True,0,0.03,True,18,dispute_pending,do_nothing,False,False,False,False,False
inv_000357,cust_000691,2026-04-12T00:00:00,4668.91,15,4,False,11.2,True,True,0,0.85,True,14,chronic_late_payer,do_nothing,False,False,True,False,False
inv_000358,cust_000449,2026-03-21T00:00:00,726951.25,45,6,False,8.9,True,True,0,0.88,True,13,cash_flow_issue,escalate_to_collections,True,False,False,True,True
inv_000359,cust_001001,2026-06-21T00:00:00,67027.57,5,5,False,23.0,False,True,0,1.34,True,10,chronic_late_payer,automated_reminder,True,True,True,True,False
inv_000360,cust_001452,2026-01-20T00:00:00,48329.07,45,4,False,14.3,True,True,0,0.62,True,18,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,False,True,True
inv_000361,cust_001118,2026-02-06T00:00:00,49126.33,15,8,False,20.2,True,True,0,0.11,True,12,chronic_late_payer,automated_reminder,True,True,True,True,True
inv_000362,cust_000870,2026-05-27T00:00:00,1098468.74,30,1,False,12.2,True,True,0,0.82,False,17,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000363,cust_001072,2026-04-06T00:00:00,20304.94,5,0,False,4.3,False,True,0,0.26,True,14,cash_flow_issue,do_nothing,False,False,False,True,False
inv_000364,cust_001103,2026-01-24T00:00:00,30276.61,5,4,False,1.9,True,False,0,0.74,True,14,cash_flow_issue,do_nothing,False,False,False,False,False
inv_000365,cust_001385,2026-01-28T00:00:00,45629.58,1,1,False,5.5,True,True,0,5.43,False,12,dispute_pending,escalate_to_collections,False,False,False,True,False
inv_000366,cust_000260,2026-01-05T00:00:00,38139.62,30,1,False,3.3,True,True,2,4.78,False,18,invoice_error,automated_reminder_with_payment_plan_offer,True,False,False,True,False
inv_000367,cust_000008,2026-05-11T00:00:00,1724146.01,5,4,False,5.7,True,True,0,0.3,True,9,cash_flow_issue,do_nothing,False,False,False,False,False
inv_000368,cust_000675,2026-01-31T00:00:00,10939.76,60,3,False,11.9,True,True,0,0.09,True,10,chronic_late_payer,automated_reminder,True,False,True,True,True
inv_000369,cust_001002,2026-06-22T00:00:00,21572.5,15,0,True,0.0,True,True,0,12.84,True,13,dispute_pending,escalate_to_collections,True,False,False,False,True
inv_000370,cust_000581,2026-07-02T00:00:00,88843.05,1,1,True,2.2,True,True,0,12.41,True,16,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000371,cust_000191,2026-03-21T00:00:00,1034466.73,1,0,False,7.7,True,True,0,0.43,True,18,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000372,cust_001382,2026-02-08T00:00:00,43053.92,30,2,False,0.0,True,True,0,1.87,True,10,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000373,cust_000667,2026-02-13T00:00:00,78383.28,120,1,False,11.7,True,True,0,1.12,False,13,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000374,cust_001438,2026-06-05T00:00:00,27655.23,30,5,False,8.1,False,True,0,6.97,False,18,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000375,cust_001414,2026-02-05T00:00:00,87035.75,60,3,False,7.6,False,True,3,8.69,False,13,invoice_error,do_nothing,False,False,False,False,False
inv_000376,cust_000845,2026-03-01T00:00:00,39663.07,15,6,False,0.2,False,True,0,0.87,True,18,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000377,cust_000208,2026-06-13T00:00:00,105081.09,120,1,False,0.0,False,True,1,0.94,True,17,cash_flow_issue,escalate_to_collections,True,False,False,True,True
inv_000378,cust_001293,2026-07-09T00:00:00,12716.9,5,5,False,24.8,True,False,0,0.08,False,11,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000379,cust_000088,2026-04-07T00:00:00,27446.63,45,3,False,7.2,False,True,2,10.7,False,10,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000380,cust_000757,2026-01-24T00:00:00,30522.6,1,3,False,9.8,False,True,0,1.59,True,10,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000381,cust_000708,2026-03-31T00:00:00,9673.4,60,1,False,2.9,False,True,0,1.56,True,11,cash_flow_issue,do_nothing,False,False,False,False,True
inv_000382,cust_000225,2026-02-16T00:00:00,12550.63,45,6,False,19.6,True,True,0,0.07,True,11,chronic_late_payer,do_nothing,True,True,True,True,True
inv_000383,cust_000296,2026-03-02T00:00:00,41726.42,5,4,False,8.9,True,True,0,1.71,True,17,cash_flow_issue,escalate_to_collections,True,False,False,True,True
inv_000384,cust_000547,2026-03-31T00:00:00,87315.76,1,4,False,3.9,True,False,3,12.27,True,11,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000385,cust_000734,2026-06-09T00:00:00,4646.65,5,3,False,6.0,True,True,0,0.5,True,14,cash_flow_issue,escalate_to_collections,True,True,True,True,True
inv_000386,cust_001449,2026-06-01T00:00:00,81262.31,1,5,False,22.0,True,True,0,2.39,True,17,chronic_late_payer,escalate_to_collections,False,False,False,False,False
inv_000387,cust_001218,2026-03-25T00:00:00,66280.93,15,7,False,23.7,True,True,0,0.85,True,9,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000388,cust_000110,2026-03-10T00:00:00,3000.0,1,6,False,21.9,True,True,0,0.42,True,12,chronic_late_payer,automated_reminder,True,False,True,True,True
inv_000389,cust_001400,2026-02-23T00:00:00,23709.87,120,5,False,3.7,True,True,0,0.29,True,16,cash_flow_issue,do_nothing,False,False,False,False,True
inv_000390,cust_000224,2026-05-02T00:00:00,9276.58,15,3,False,8.1,False,True,0,0.98,True,15,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000391,cust_001001,2026-02-27T00:00:00,45349.62,45,4,False,3.7,False,True,0,0.28,True,14,cash_flow_issue,escalate_to_collections,True,False,True,False,True
inv_000392,cust_000274,2026-02-19T00:00:00,90684.09,30,1,False,40.8,True,True,0,0.44,False,16,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000393,cust_001258,2026-07-11T00:00:00,5915.7,15,2,True,6.8,True,True,0,1.76,True,18,dispute_pending,escalate_to_collections,True,False,False,False,True
inv_000394,cust_000339,2026-06-21T00:00:00,65566.23,15,3,False,3.2,True,True,0,1.12,True,18,cash_flow_issue,automated_reminder,False,True,False,True,True
inv_000395,cust_000162,2026-04-20T00:00:00,23177.28,45,0,False,12.9,True,True,0,0.59,True,13,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000396,cust_000815,2026-06-02T00:00:00,41492.02,15,5,False,11.0,True,True,0,1.77,True,16,cash_flow_issue,do_nothing,False,False,True,False,False
inv_000397,cust_001235,2026-05-30T00:00:00,43020.25,30,6,False,30.2,False,True,0,0.13,False,14,chronic_late_payer,escalate_to_collections,True,True,True,True,True
inv_000398,cust_000792,2026-02-17T00:00:00,26904.14,1,7,False,8.7,False,True,0,1.41,True,10,chronic_late_payer,do_nothing,False,False,False,False,False
inv_000399,cust_001043,2026-02-19T00:00:00,1168503.84,1,7,False,28.0,False,True,0,2.08,True,16,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000400,cust_000480,2026-05-26T00:00:00,14059.19,30,1,False,1.4,True,True,1,2.35,False,10,dispute_pending,do_nothing,False,False,False,False,False
inv_000401,cust_001186,2026-04-05T00:00:00,12360.65,1,4,False,16.7,False,True,0,0.39,True,11,cash_flow_issue,do_nothing,False,False,True,True,False
inv_000402,cust_001139,2026-04-10T00:00:00,59945.94,15,5,True,12.7,True,False,0,0.53,True,18,dispute_pending,automated_reminder,False,False,False,False,False
inv_000403,cust_001222,2026-02-20T00:00:00,28625.8,15,4,False,8.9,False,True,0,1.51,False,15,cash_flow_issue,escalate_to_collections,True,True,True,False,True
inv_000404,cust_000771,2026-05-30T00:00:00,11876.57,90,5,False,21.4,True,True,0,0.77,True,11,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000405,cust_000189,2026-03-22T00:00:00,46798.91,45,5,False,28.9,False,True,0,1.33,False,10,chronic_late_payer,do_nothing,False,False,False,False,False
inv_000406,cust_000365,2026-01-29T00:00:00,51353.02,60,2,False,7.6,True,False,0,6.11,False,12,invoice_error,do_nothing,False,False,False,False,False
inv_000407,cust_001389,2026-01-23T00:00:00,12385.59,45,3,False,21.7,True,True,0,0.25,True,10,chronic_late_payer,do_nothing,False,False,False,True,True
inv_000408,cust_001069,2026-04-10T00:00:00,25878.55,120,6,False,1.1,False,True,1,1.3,False,11,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000409,cust_000132,2026-06-24T00:00:00,67406.33,15,0,False,3.9,False,True,1,17.82,False,14,invoice_error,automated_reminder,False,False,False,False,False
inv_000410,cust_001471,2026-07-20T00:00:00,11542.06,30,0,False,25.6,False,True,1,1.36,False,13,chronic_late_payer,do_nothing,True,True,True,False,True
inv_000411,cust_000708,2026-06-27T00:00:00,16028.59,15,1,False,2.5,True,False,2,1.61,True,11,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000412,cust_001369,2026-04-06T00:00:00,42369.65,5,5,False,11.6,True,True,0,0.27,True,15,cash_flow_issue,escalate_to_collections,False,True,False,False,False
inv_000413,cust_000667,2026-05-01T00:00:00,49606.5,90,8,False,38.2,False,True,0,0.75,False,15,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000414,cust_000267,2026-06-25T00:00:00,16289.72,60,1,False,0.4,False,True,0,0.09,True,9,cash_flow_issue,escalate_to_collections,True,False,True,True,True
inv_000415,cust_000023,2026-02-14T00:00:00,79761.68,15,4,False,7.9,True,True,0,0.79,False,13,cash_flow_issue,escalate_to_collections,True,True,True,True,True
inv_000416,cust_000724,2026-05-01T00:00:00,143032.59,15,1,True,1.9,True,True,0,2.9,True,10,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000417,cust_000668,2026-07-06T00:00:00,49602.83,30,4,False,11.0,False,True,0,0.68,True,13,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000418,cust_001430,2026-04-02T00:00:00,54714.53,90,7,False,20.2,False,True,0,0.24,False,15,chronic_late_payer,escalate_to_collections,False,False,True,True,False
inv_000419,cust_000383,2026-06-01T00:00:00,468243.55,30,8,False,22.3,False,True,0,1.03,True,15,chronic_late_payer,escalate_to_collections,True,False,False,True,True
inv_000420,cust_000033,2026-06-18T00:00:00,15996.03,60,4,False,6.3,True,False,0,0.01,True,15,cash_flow_issue,do_nothing,False,False,False,False,False
inv_000421,cust_000258,2026-06-28T00:00:00,549281.13,30,5,False,28.4,True,True,0,1.35,True,9,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,True,True,False,True
inv_000422,cust_000040,2026-03-22T00:00:00,27287.7,5,3,False,10.4,False,True,0,0.89,True,17,cash_flow_issue,escalate_to_collections,True,False,False,True,True
inv_000423,cust_000168,2026-05-01T00:00:00,47649.29,5,1,False,4.5,True,True,0,1.34,True,12,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,True,True,False
inv_000424,cust_001218,2026-04-12T00:00:00,60791.47,1,8,False,22.6,True,True,0,0.58,True,18,chronic_late_payer,automated_reminder,True,False,True,True,True
inv_000425,cust_000402,2026-02-10T00:00:00,66716.45,15,0,False,5.3,True,True,0,0.76,True,17,cash_flow_issue,escalate_to_collections,True,False,False,True,True
inv_000426,cust_000724,2026-03-01T00:00:00,101050.61,45,1,False,2.8,False,True,0,0.27,True,15,cash_flow_issue,do_nothing,False,False,True,True,True
inv_000427,cust_000200,2026-06-19T00:00:00,33919.99,1,5,False,16.0,True,True,1,1.64,False,16,chronic_late_payer,do_nothing,False,False,False,True,False
inv_000428,cust_001273,2026-01-17T00:00:00,46362.66,1,5,True,9.9,True,False,0,10.95,True,14,dispute_pending,automated_reminder,False,False,False,False,False
inv_000429,cust_000297,2026-01-22T00:00:00,15999.25,90,5,False,13.2,True,True,1,0.22,False,14,cash_flow_issue,escalate_to_collections,False,False,False,True,False
inv_000430,cust_000033,2026-01-08T00:00:00,13733.7,5,4,False,27.5,True,True,0,0.62,True,13,chronic_late_payer,escalate_to_collections,True,True,False,False,True
inv_000431,cust_000741,2026-01-11T00:00:00,18791.91,90,2,True,7.8,True,True,0,6.46,True,13,dispute_pending,automated_reminder,False,False,False,False,False
inv_000432,cust_000378,2026-07-12T00:00:00,84163.1,15,2,False,9.1,True,False,0,1.21,True,17,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000433,cust_000167,2026-03-18T00:00:00,43452.49,30,4,False,25.9,True,True,0,0.31,True,12,chronic_late_payer,escalate_to_collections,False,False,False,False,False
inv_000434,cust_000756,2026-01-19T00:00:00,190172.65,15,2,False,8.4,True,True,0,1.31,True,16,cash_flow_issue,automated_reminder,False,False,False,True,False
inv_000435,cust_001027,2026-04-22T00:00:00,38332.79,15,4,False,22.6,True,True,0,0.76,False,18,chronic_late_payer,do_nothing,True,True,False,True,True
inv_000436,cust_001067,2026-05-12T00:00:00,50669.83,30,6,False,9.6,True,True,0,1.45,True,18,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000437,cust_000089,2026-06-10T00:00:00,280657.35,120,3,False,7.5,True,True,0,0.52,True,9,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000438,cust_000092,2026-01-26T00:00:00,9826.08,15,1,False,10.9,False,True,0,1.52,True,10,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000439,cust_000473,2026-05-25T00:00:00,874803.24,45,2,False,7.2,True,True,0,0.62,True,9,cash_flow_issue,automated_reminder,True,True,True,True,False
inv_000440,cust_000274,2026-06-29T00:00:00,15826.53,60,8,False,22.2,True,True,0,1.37,True,9,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000441,cust_000076,2026-07-19T00:00:00,28075.61,5,5,True,13.7,True,True,0,1.07,True,12,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000442,cust_000985,2026-02-10T00:00:00,52735.18,5,4,False,7.2,False,True,0,0.21,True,17,cash_flow_issue,escalate_to_collections,False,False,True,False,False
inv_000443,cust_001027,2026-03-03T00:00:00,89402.66,30,0,False,3.0,True,True,3,6.64,False,9,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000444,cust_000599,2026-06-02T00:00:00,12093.92,90,2,False,8.7,True,True,0,0.6,True,18,cash_flow_issue,automated_reminder,False,False,False,False,False
inv_000445,cust_000457,2026-05-26T00:00:00,43634.93,5,0,False,2.1,True,False,3,17.39,True,13,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000446,cust_000076,2026-05-01T00:00:00,27707.97,1,5,False,9.2,True,True,0,1.0,True,17,cash_flow_issue,automated_reminder,True,False,True,True,False
inv_000447,cust_000381,2026-04-10T00:00:00,21177.99,1,0,False,0.4,False,True,0,0.09,False,11,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000448,cust_000625,2026-01-27T00:00:00,495059.43,1,0,False,2.7,True,False,1,11.1,False,17,invoice_error,do_nothing,False,False,False,False,False
inv_000449,cust_000377,2026-06-02T00:00:00,9591.17,120,2,False,8.0,False,True,0,1.51,True,17,cash_flow_issue,escalate_to_collections,False,False,True,True,False
inv_000450,cust_000278,2026-03-14T00:00:00,118265.67,1,1,False,10.5,True,True,0,0.34,True,16,cash_flow_issue,do_nothing,False,False,False,False,False
inv_000451,cust_000201,2026-06-26T00:00:00,19646.09,30,4,False,27.1,True,True,0,2.4,True,11,chronic_late_payer,automated_reminder,True,False,True,True,False
inv_000452,cust_000198,2026-01-10T00:00:00,5815.58,30,1,False,3.6,False,True,0,0.5,True,17,cash_flow_issue,automated_reminder,False,False,False,False,False
