event_id,customer_id,abandoned_at,cart_value,items_count,device,is_returning_customer,minutes_since_abandon,hour_of_day,session_seconds,reached_payment_page,checkout_errors_logged,payment_attempts_started,true_root_cause,logged_action,logged_recovered,po_do_nothing,po_send_reminder_email,po_send_reminder_whatsapp,po_offer_bounded_discount@5,po_offer_bounded_discount@10
cart_000650,cust_000985,2026-04-09T15:53:00,2814.48,1,mobile,True,10,15,338,False,0,0,comparison_shopping,do_nothing,True,True,True,True,False,True
cart_000651,cust_001453,2026-01-28T05:57:00,5614.38,3,tablet,True,1440,5,281,True,0,0,price_sensitivity,do_nothing,False,False,False,False,False,False
cart_000652,cust_000385,2026-07-14T17:43:00,4612.82,5,mobile,True,60,17,124,True,0,0,price_sensitivity,send_reminder_whatsapp,True,False,True,True,True,True
cart_000653,cust_000713,2026-06-22T05:47:00,1933.25,4,desktop,True,180,5,388,False,0,0,comparison_shopping,offer_bounded_discount@5,True,False,False,False,True,False
cart_000654,cust_000649,2026-07-11T18:51:00,5649.66,1,tablet,False,10,18,688,True,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_000655,cust_001263,2026-07-12T02:42:00,8204.03,1,mobile,False,60,2,246,False,0,0,comparison_shopping,send_reminder_email,False,False,False,False,False,False
cart_000656,cust_000432,2026-05-02T15:48:00,4672.62,2,mobile,True,1440,15,173,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_000657,cust_000288,2026-05-31T01:15:00,1737.53,7,mobile,True,30,1,728,True,0,0,comparison_shopping,send_reminder_whatsapp,False,False,False,False,False,False
cart_000658,cust_000527,2026-05-04T05:24:00,1984.25,3,desktop,True,180,5,178,False,1,0,price_sensitivity,offer_bounded_discount@5,False,False,False,True,False,False
cart_000659,cust_001128,2026-07-11T11:44:00,3196.69,3,mobile,True,60,11,90,False,0,0,price_sensitivity,do_nothing,False,False,False,True,True,False
cart_000660,cust_001298,2026-02-14T13:26:00,1488.08,3,mobile,False,10,13,135,True,1,0,technical_friction,offer_bounded_discount@10,True,False,True,True,True,True
cart_000661,cust_000163,2026-03-05T08:20:00,855.27,2,desktop,True,30,8,246,False,1,0,price_sensitivity,offer_bounded_discount@10,True,False,False,True,True,True
cart_000662,cust_001058,2026-03-04T23:39:00,11593.46,2,mobile,True,180,23,262,False,1,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,False,False
cart_000663,cust_000337,2026-06-05T09:28:00,3422.1,2,mobile,True,30,9,677,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_000664,cust_001472,2026-07-17T01:11:00,8191.54,3,tablet,False,1440,1,890,False,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,True
cart_000665,cust_000078,2026-02-12T04:41:00,1614.38,4,mobile,False,180,4,440,True,1,0,technical_friction,send_reminder_whatsapp,True,False,True,True,True,False
cart_000666,cust_000871,2026-06-28T16:12:00,17528.21,2,mobile,True,1440,16,400,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,True
cart_000667,cust_001487,2026-05-18T23:16:00,13391.63,2,mobile,False,10,23,475,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_000668,cust_000262,2026-04-13T03:49:00,4655.32,4,mobile,False,180,3,492,True,3,2,technical_friction,do_nothing,False,False,True,True,False,True
cart_000669,cust_000642,2026-02-01T12:57:00,36524.47,1,mobile,True,10,12,401,False,0,0,high_cart_hesitation,offer_bounded_discount@10,True,False,True,False,False,True
cart_000670,cust_001264,2026-01-20T21:08:00,897.18,2,tablet,False,10,21,181,False,0,0,price_sensitivity,send_reminder_email,False,False,False,False,False,False
cart_000671,cust_000271,2026-06-11T19:31:00,1282.63,4,desktop,False,1440,19,181,True,1,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_000672,cust_001263,2026-05-08T01:45:00,16512.94,2,desktop,True,30,1,769,False,0,0,high_cart_hesitation,offer_bounded_discount@5,True,False,False,True,True,True
cart_000673,cust_001066,2026-05-26T04:46:00,1943.89,3,mobile,True,720,4,420,True,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_000674,cust_000211,2026-04-23T15:37:00,5130.29,3,mobile,True,10,15,275,True,2,1,technical_friction,offer_bounded_discount@10,False,False,True,True,False,False
cart_000675,cust_000829,2026-02-06T17:08:00,1588.29,3,mobile,True,10,17,709,True,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_000676,cust_001094,2026-05-24T13:19:00,12185.94,3,mobile,True,1440,13,440,True,0,0,high_cart_hesitation,offer_bounded_discount@5,False,False,False,False,False,True
cart_000677,cust_001241,2026-04-08T05:47:00,2977.08,1,mobile,True,30,5,644,False,0,0,comparison_shopping,send_reminder_email,True,False,True,True,True,True
cart_000678,cust_001433,2026-05-05T11:02:00,11753.63,3,mobile,True,10,11,687,False,1,0,comparison_shopping,offer_bounded_discount@5,True,False,True,True,True,True
cart_000679,cust_000208,2026-03-01T17:07:00,2432.84,5,mobile,False,720,17,136,False,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,False,True,True
cart_000680,cust_001275,2026-02-19T08:43:00,3027.38,1,desktop,True,30,8,485,True,1,1,technical_friction,do_nothing,False,False,True,True,True,True
cart_000681,cust_001443,2026-02-13T20:35:00,6551.78,3,desktop,False,10,20,180,False,0,0,price_sensitivity,send_reminder_email,False,False,False,True,False,True
cart_000682,cust_001143,2026-05-14T12:20:00,535.38,3,mobile,True,60,12,141,False,1,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_000683,cust_001358,2026-04-06T06:06:00,3267.76,1,desktop,False,180,6,635,True,0,2,technical_friction,send_reminder_email,True,False,True,True,False,True
cart_000684,cust_000546,2026-05-20T12:47:00,7588.9,1,mobile,False,10,12,698,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_000685,cust_000106,2026-05-10T05:54:00,4534.42,3,desktop,False,180,5,372,True,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_000686,cust_000527,2026-06-30T22:39:00,5460.82,4,mobile,False,30,22,785,False,0,0,comparison_shopping,send_reminder_whatsapp,False,False,False,False,False,False
cart_000687,cust_000557,2026-02-22T20:48:00,781.14,4,mobile,False,30,20,546,False,0,0,comparison_shopping,do_nothing,False,False,False,True,True,True
cart_000688,cust_001332,2026-05-11T05:26:00,9578.03,1,mobile,True,10,5,422,True,0,0,high_cart_hesitation,offer_bounded_discount@5,False,False,False,False,False,False
cart_000689,cust_001263,2026-02-02T21:52:00,1620.57,5,desktop,True,720,21,223,False,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_000690,cust_000305,2026-03-22T05:55:00,771.64,3,mobile,True,60,5,243,True,0,0,price_sensitivity,do_nothing,False,False,True,False,True,False
cart_000691,cust_000875,2026-01-04T08:57:00,1830.0,1,desktop,True,30,8,312,False,0,0,price_sensitivity,offer_bounded_discount@10,True,False,True,False,False,True
cart_000692,cust_000508,2026-06-18T04:34:00,20749.57,3,desktop,True,30,4,926,False,0,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,False,False
cart_000693,cust_001242,2026-05-22T07:59:00,2036.72,4,desktop,False,720,7,161,False,0,0,comparison_shopping,send_reminder_email,False,False,False,True,False,False
cart_000694,cust_001461,2026-03-09T17:14:00,1214.61,3,desktop,False,1440,17,560,False,1,0,comparison_shopping,offer_bounded_discount@5,True,False,False,True,True,False
cart_000695,cust_001299,2026-03-17T13:31:00,4605.84,5,desktop,True,180,13,359,False,0,0,comparison_shopping,offer_bounded_discount@10,True,False,True,True,True,True
cart_000696,cust_000493,2026-02-02T17:39:00,16733.24,1,mobile,True,180,17,787,False,0,0,high_cart_hesitation,offer_bounded_discount@10,True,True,False,True,True,True
cart_000697,cust_000433,2026-02-28T14:38:00,15624.96,2,desktop,True,60,14,1010,False,0,0,high_cart_hesitation,offer_bounded_discount@10,True,False,False,False,True,True
cart_000698,cust_000885,2026-05-21T22:35:00,21555.5,2,mobile,True,180,22,763,True,0,0,high_cart_hesitation,do_nothing,True,True,True,False,False,False
cart_000699,cust_001334,2026-03-18T21:08:00,4627.6,5,mobile,True,60,21,207,False,0,0,comparison_shopping,do_nothing,False,False,True,False,False,True
cart_000700,cust_001306,2026-06-27T09:16:00,8121.77,1,mobile,True,30,9,564,True,1,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_000701,cust_000774,2026-04-22T15:38:00,19633.23,5,desktop,False,60,15,292,True,1,0,comparison_shopping,do_nothing,False,False,True,False,True,True
cart_000702,cust_000910,2026-04-02T21:11:00,11647.8,1,mobile,True,180,21,325,True,2,1,technical_friction,offer_bounded_discount@5,True,True,True,True,True,True
cart_000703,cust_000624,2026-05-22T09:46:00,1315.32,2,mobile,False,180,9,678,False,0,0,comparison_shopping,send_reminder_whatsapp,False,False,False,False,False,False
cart_000704,cust_001154,2026-01-01T11:15:00,2252.16,2,mobile,False,60,11,173,True,0,0,price_sensitivity,send_reminder_whatsapp,True,False,False,True,True,True
cart_000705,cust_000007,2026-04-29T05:22:00,3213.85,4,mobile,False,10,5,183,False,0,0,price_sensitivity,send_reminder_email,False,True,False,False,True,True
cart_000706,cust_001464,2026-07-04T22:18:00,6172.91,1,mobile,True,30,22,320,True,2,2,technical_friction,do_nothing,False,False,True,True,False,True
cart_000707,cust_001481,2026-01-08T20:06:00,1746.81,1,desktop,True,30,20,248,False,0,0,price_sensitivity,do_nothing,False,False,False,False,False,False
cart_000708,cust_001401,2026-01-09T14:30:00,2103.71,2,desktop,False,180,14,559,False,1,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_000709,cust_000704,2026-03-15T20:31:00,969.99,3,mobile,True,60,20,270,True,0,0,price_sensitivity,do_nothing,False,False,True,True,True,True
cart_000710,cust_000785,2026-03-01T15:37:00,4878.17,1,mobile,True,30,15,620,False,1,0,comparison_shopping,offer_bounded_discount@10,True,False,True,True,True,True
cart_000711,cust_000146,2026-06-06T21:56:00,2172.12,4,desktop,True,720,21,406,True,1,2,technical_friction,offer_bounded_discount@10,False,False,False,True,False,False
cart_000712,cust_000643,2026-04-25T12:33:00,6982.71,2,mobile,True,720,12,1072,True,0,0,high_cart_hesitation,offer_bounded_discount@10,True,False,False,False,True,True
cart_000713,cust_000835,2026-01-27T15:39:00,6664.18,4,mobile,True,720,15,325,True,1,1,technical_friction,offer_bounded_discount@10,False,False,False,False,False,False
cart_000714,cust_000162,2026-06-01T08:55:00,9053.17,4,mobile,True,30,8,722,False,0,0,comparison_shopping,offer_bounded_discount@10,True,False,True,True,False,True
cart_000715,cust_000172,2026-04-13T10:03:00,9599.15,2,mobile,True,60,10,144,False,0,0,price_sensitivity,send_reminder_whatsapp,True,False,False,True,False,False
cart_000716,cust_000451,2026-03-12T02:45:00,5510.04,2,mobile,True,30,2,478,False,0,1,high_cart_hesitation,send_reminder_email,True,False,True,True,False,False
cart_000717,cust_001078,2026-01-16T11:33:00,13907.18,1,mobile,True,1440,11,484,True,3,1,technical_friction,send_reminder_email,False,False,False,True,False,False
cart_000718,cust_000383,2026-05-28T20:24:00,4025.0,4,desktop,True,720,20,163,False,0,0,price_sensitivity,send_reminder_email,False,False,False,False,True,True
cart_000719,cust_000953,2026-02-04T00:19:00,2094.88,2,mobile,False,10,0,1131,False,0,0,comparison_shopping,send_reminder_email,False,False,False,False,False,False
cart_000720,cust_000871,2026-01-20T12:40:00,4883.8,1,mobile,True,180,12,608,True,3,0,technical_friction,do_nothing,False,False,False,False,False,False
cart_000721,cust_000466,2026-04-30T03:18:00,359.37,1,mobile,True,1440,3,20,False,1,0,price_sensitivity,do_nothing,False,False,False,False,False,True
cart_000722,cust_000695,2026-03-04T03:18:00,8122.04,4,desktop,True,30,3,504,True,1,1,technical_friction,do_nothing,False,False,True,True,False,True
cart_000723,cust_000474,2026-02-26T09:07:00,2168.41,2,desktop,True,1440,9,642,False,0,0,comparison_shopping,send_reminder_whatsapp,True,False,True,True,False,False
cart_000724,cust_001126,2026-03-03T12:37:00,6451.18,1,mobile,True,10,12,808,True,0,0,high_cart_hesitation,send_reminder_whatsapp,True,False,False,True,True,True
cart_000725,cust_000068,2026-01-27T05:01:00,862.18,6,mobile,True,720,5,259,False,0,0,price_sensitivity,send_reminder_whatsapp,True,False,True,True,True,False
cart_000726,cust_000227,2026-06-23T19:50:00,881.77,4,mobile,False,30,19,242,True,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_000727,cust_000785,2026-05-23T19:42:00,19718.65,1,desktop,True,720,19,74,True,0,0,price_sensitivity,send_reminder_whatsapp,False,True,False,False,True,True
cart_000728,cust_000550,2026-03-06T17:13:00,16252.02,1,desktop,True,180,17,768,False,0,0,high_cart_hesitation,offer_bounded_discount@5,True,True,False,True,True,True
cart_000729,cust_000086,2026-05-29T08:39:00,346.29,2,mobile,False,30,8,20,True,0,0,price_sensitivity,do_nothing,False,False,True,False,True,True
cart_000730,cust_000882,2026-07-17T00:42:00,16292.51,2,mobile,True,10,0,945,False,0,1,high_cart_hesitation,do_nothing,False,False,False,False,False,False
cart_000731,cust_000178,2026-02-05T23:39:00,1195.58,2,desktop,True,30,23,309,True,2,0,technical_friction,offer_bounded_discount@5,True,False,True,True,True,False
cart_000732,cust_000091,2026-06-17T08:18:00,3584.2,3,tablet,True,30,8,150,True,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,False,True,True
cart_000733,cust_000956,2026-04-26T17:46:00,18832.68,2,mobile,True,60,17,696,False,0,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,False,False
cart_000734,cust_001496,2026-04-12T15:23:00,13980.01,2,mobile,True,60,15,460,True,0,0,high_cart_hesitation,send_reminder_email,False,False,False,True,False,True
cart_000735,cust_000464,2026-05-15T08:06:00,1576.43,4,mobile,True,10,8,125,False,1,0,price_sensitivity,offer_bounded_discount@10,True,False,True,False,True,True
cart_000736,cust_000155,2026-03-11T11:16:00,4717.71,6,mobile,True,30,11,597,False,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,True,False,False
cart_000737,cust_000574,2026-03-19T23:42:00,4553.37,2,desktop,True,1440,23,833,True,1,0,high_cart_hesitation,offer_bounded_discount@5,False,True,False,True,False,True
cart_000738,cust_000804,2026-06-30T06:13:00,11080.16,1,mobile,True,30,6,546,False,0,0,high_cart_hesitation,offer_bounded_discount@5,False,False,True,False,False,False
cart_000739,cust_001453,2026-01-29T16:58:00,1471.88,3,mobile,True,30,16,119,False,0,0,price_sensitivity,send_reminder_email,True,True,True,True,True,True
cart_000740,cust_001404,2026-01-07T20:39:00,3777.35,4,desktop,True,30,20,115,False,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,False,False,True
cart_000741,cust_000266,2026-05-18T12:17:00,1758.51,3,mobile,True,180,12,138,True,0,0,price_sensitivity,do_nothing,False,False,False,False,True,True
cart_000742,cust_001091,2026-03-29T18:19:00,17290.2,1,desktop,True,720,18,165,False,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_000743,cust_000548,2026-07-17T14:13:00,14837.06,1,desktop,True,10,14,1260,False,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_000744,cust_000741,2026-04-24T12:16:00,1894.09,2,mobile,True,720,12,455,True,3,1,technical_friction,offer_bounded_discount@5,True,True,True,True,True,True
cart_000745,cust_000134,2026-04-01T04:29:00,1383.8,3,mobile,False,60,4,459,True,1,1,technical_friction,send_reminder_whatsapp,True,True,True,True,True,True
cart_000746,cust_000056,2026-02-17T09:28:00,26308.65,2,mobile,False,180,9,399,False,0,1,high_cart_hesitation,offer_bounded_discount@10,False,False,False,False,True,False
cart_000747,cust_000456,2026-01-07T13:09:00,7089.05,1,desktop,True,180,13,396,False,0,0,comparison_shopping,send_reminder_whatsapp,False,False,False,False,False,False
cart_000748,cust_000016,2026-03-29T02:41:00,4387.17,2,mobile,True,60,2,234,True,0,0,high_cart_hesitation,send_reminder_email,False,False,False,False,False,False
cart_000749,cust_000251,2026-04-24T16:42:00,10827.15,1,desktop,False,60,16,629,False,0,0,high_cart_hesitation,send_reminder_whatsapp,True,False,False,True,False,False
cart_000750,cust_000912,2026-01-15T20:51:00,30553.33,1,tablet,True,30,20,573,False,0,0,comparison_shopping,offer_bounded_discount@10,True,False,False,False,True,True
cart_000751,cust_000802,2026-01-14T08:46:00,2203.51,3,mobile,False,60,8,718,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,False,False
cart_000752,cust_000565,2026-03-12T22:54:00,8087.1,1,tablet,True,10,22,918,True,0,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,False,False
cart_000753,cust_001094,2026-03-27T20:10:00,2916.56,3,mobile,True,10,20,43,False,0,0,price_sensitivity,offer_bounded_discount@10,True,False,False,True,True,True
cart_000754,cust_000018,2026-04-10T00:50:00,25242.89,3,mobile,True,720,0,628,False,0,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,False,False,False
cart_000755,cust_000764,2026-02-25T07:46:00,1444.88,3,mobile,False,60,7,212,False,0,0,price_sensitivity,send_reminder_whatsapp,True,False,False,True,False,False
cart_000756,cust_001108,2026-05-02T20:08:00,1715.65,1,mobile,True,10,20,523,False,0,0,comparison_shopping,offer_bounded_discount@10,False,False,False,False,True,False
cart_000757,cust_001295,2026-05-09T07:52:00,1500.89,1,mobile,True,10,7,407,True,1,1,technical_friction,send_reminder_email,True,True,True,True,True,True
cart_000758,cust_001345,2026-03-28T06:23:00,386.06,1,mobile,True,720,6,210,False,0,0,price_sensitivity,send_reminder_email,False,True,False,False,False,False
cart_000759,cust_000838,2026-01-17T21:23:00,4221.9,1,mobile,True,10,21,812,True,1,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,True,False
cart_000760,cust_001009,2026-04-01T09:20:00,1083.72,4,mobile,True,10,9,177,True,2,0,technical_friction,offer_bounded_discount@10,True,True,True,True,True,True
cart_000761,cust_001477,2026-02-14T18:48:00,1963.48,1,desktop,True,1440,18,180,True,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_000762,cust_000595,2026-02-11T07:12:00,13627.38,1,desktop,True,180,7,241,True,0,0,price_sensitivity,do_nothing,False,False,False,True,True,True
cart_000763,cust_001434,2026-07-02T22:16:00,18588.2,3,mobile,True,30,22,701,True,0,1,high_cart_hesitation,send_reminder_whatsapp,True,False,True,True,True,True
cart_000764,cust_000489,2026-05-02T18:57:00,8702.85,2,mobile,False,30,18,953,False,0,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,True,False,False
cart_000765,cust_000830,2026-06-24T13:39:00,17371.47,1,mobile,True,30,13,843,True,0,0,high_cart_hesitation,offer_bounded_discount@5,False,False,False,False,False,True
cart_000766,cust_001079,2026-03-14T01:31:00,3190.09,5,desktop,True,720,1,541,True,0,2,technical_friction,do_nothing,True,True,True,True,True,True
cart_000767,cust_000729,2026-02-18T21:23:00,594.18,5,tablet,True,60,21,98,False,0,0,price_sensitivity,do_nothing,False,False,True,True,True,True
cart_000768,cust_001157,2026-03-29T22:42:00,6397.21,2,mobile,True,10,22,818,False,0,0,comparison_shopping,send_reminder_whatsapp,True,True,True,True,True,True
cart_000769,cust_000494,2026-04-01T13:59:00,4377.97,3,mobile,False,180,13,510,False,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_000770,cust_000463,2026-01-22T22:10:00,2047.24,3,desktop,True,30,22,534,True,0,0,comparison_shopping,do_nothing,True,True,False,False,False,False
cart_000771,cust_000835,2026-02-04T15:37:00,1096.75,1,desktop,True,720,15,161,False,0,0,price_sensitivity,offer_bounded_discount@10,False,False,False,False,True,False
cart_000772,cust_000841,2026-04-03T04:14:00,1819.7,4,mobile,True,10,4,169,True,1,0,price_sensitivity,send_reminder_email,False,False,False,False,True,False
cart_000773,cust_000773,2026-01-21T06:53:00,7827.06,3,tablet,True,10,6,776,False,0,0,comparison_shopping,send_reminder_whatsapp,True,False,True,True,True,True
cart_000774,cust_001235,2026-01-06T11:50:00,2439.2,4,desktop,True,180,11,884,False,1,0,comparison_shopping,offer_bounded_discount@5,False,True,True,True,False,False
cart_000775,cust_000078,2026-05-04T18:56:00,1869.06,2,desktop,True,180,18,525,True,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_000776,cust_000302,2026-07-09T22:21:00,938.9,1,desktop,True,60,22,274,False,0,0,price_sensitivity,do_nothing,False,False,False,False,False,True
cart_000777,cust_000667,2026-06-23T14:00:00,3265.4,7,mobile,True,60,14,477,True,2,1,technical_friction,send_reminder_email,False,False,False,True,True,True
cart_000778,cust_000508,2026-02-19T19:38:00,4140.71,1,tablet,True,1440,19,198,True,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_000779,cust_001256,2026-02-04T11:05:00,10442.89,1,desktop,True,10,11,200,True,2,0,technical_friction,send_reminder_email,False,False,False,True,True,True
cart_000780,cust_000695,2026-05-05T15:47:00,4473.61,2,desktop,True,180,15,163,False,0,0,price_sensitivity,send_reminder_email,False,True,False,True,False,False
cart_000781,cust_000915,2026-03-23T21:01:00,7484.75,2,mobile,False,720,21,1007,True,1,0,high_cart_hesitation,offer_bounded_discount@10,False,True,False,False,False,False
cart_000782,cust_000451,2026-06-06T10:59:00,31325.24,2,mobile,False,720,10,543,False,0,0,comparison_shopping,offer_bounded_discount@5,True,False,True,True,True,True
cart_000783,cust_001469,2026-03-20T17:26:00,4110.41,2,mobile,True,1440,17,263,False,0,0,comparison_shopping,offer_bounded_discount@5,True,False,True,False,True,False
cart_000784,cust_000073,2026-02-27T12:16:00,1127.39,4,desktop,False,1440,12,204,False,0,0,price_sensitivity,offer_bounded_discount@5,True,False,False,False,True,False
cart_000785,cust_000570,2026-02-25T19:41:00,8740.66,1,mobile,False,720,19,1029,False,0,0,high_cart_hesitation,send_reminder_whatsapp,False,False,False,False,False,False
cart_000786,cust_001066,2026-02-24T19:48:00,17206.31,1,desktop,True,180,19,456,False,0,0,high_cart_hesitation,offer_bounded_discount@5,False,False,False,False,False,False
cart_000787,cust_001077,2026-07-12T00:16:00,21708.92,2,desktop,True,180,0,478,False,0,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,False,False,False
cart_000788,cust_000996,2026-01-18T21:47:00,12402.33,2,desktop,True,30,21,855,True,0,0,high_cart_hesitation,offer_bounded_discount@5,True,True,False,True,True,True
cart_000789,cust_000460,2026-05-03T23:36:00,21372.55,1,mobile,False,180,23,319,False,0,0,high_cart_hesitation,send_reminder_whatsapp,True,False,False,True,False,True
cart_000790,cust_000632,2026-02-17T07:05:00,1364.74,7,mobile,True,180,7,368,False,1,2,technical_friction,offer_bounded_discount@10,True,False,True,True,True,True
cart_000791,cust_000364,2026-02-07T12:17:00,2991.44,4,mobile,False,10,12,225,False,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_000792,cust_001257,2026-04-22T10:42:00,854.36,1,mobile,True,720,10,119,True,0,0,price_sensitivity,offer_bounded_discount@10,False,False,True,False,False,False
cart_000793,cust_001482,2026-03-13T15:01:00,2182.04,1,tablet,True,30,15,745,False,0,0,comparison_shopping,offer_bounded_discount@10,True,False,True,False,False,True
cart_000794,cust_001325,2026-03-01T21:16:00,838.72,4,desktop,True,60,21,361,True,3,2,technical_friction,offer_bounded_discount@5,True,True,False,False,True,True
cart_000795,cust_000174,2026-05-26T13:58:00,1333.69,3,desktop,True,720,13,525,True,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_000796,cust_000217,2026-05-28T02:03:00,1254.24,1,mobile,True,60,2,525,True,0,0,comparison_shopping,offer_bounded_discount@5,False,False,False,False,False,False
cart_000797,cust_000519,2026-03-01T01:39:00,5475.3,1,mobile,False,10,1,695,True,1,0,technical_friction,offer_bounded_discount@5,True,False,False,True,True,False
cart_000798,cust_001149,2026-03-14T06:05:00,12432.44,2,mobile,False,180,6,191,True,1,1,technical_friction,send_reminder_email,True,False,True,True,True,True
cart_000799,cust_001329,2026-07-04T16:18:00,2246.67,3,mobile,False,1440,16,294,False,0,0,comparison_shopping,do_nothing,False,False,False,False,False,False
cart_000800,cust_000948,2026-07-10T07:32:00,1229.36,6,mobile,False,60,7,120,False,0,0,price_sensitivity,offer_bounded_discount@5,True,False,True,True,True,True
cart_000801,cust_000021,2026-07-16T21:16:00,2291.04,6,mobile,True,30,21,501,True,2,2,technical_friction,send_reminder_email,True,False,True,True,True,True
cart_000802,cust_001093,2026-06-24T09:49:00,719.1,1,mobile,True,180,9,388,True,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,True,True
cart_000803,cust_000401,2026-02-17T02:45:00,2679.9,1,tablet,False,180,2,352,True,0,0,price_sensitivity,offer_bounded_discount@5,False,False,False,False,False,False
cart_000804,cust_000420,2026-01-10T22:33:00,1436.9,1,desktop,False,180,22,970,True,1,0,high_cart_hesitation,offer_bounded_discount@10,False,False,False,False,False,False
cart_000805,cust_001025,2026-05-02T16:32:00,2670.81,3,mobile,True,1440,16,467,False,0,0,comparison_shopping,offer_bounded_discount@10,True,False,True,True,True,True
cart_000806,cust_000712,2026-06-17T06:58:00,5244.9,1,mobile,True,180,6,239,True,1,1,technical_friction,send_reminder_whatsapp,True,True,True,True,True,True
cart_000807,cust_000815,2026-02-12T12:09:00,3376.59,4,mobile,True,180,12,254,False,0,0,price_sensitivity,offer_bounded_discount@5,True,False,True,False,True,True
cart_000808,cust_000556,2026-03-26T12:37:00,4071.26,2,mobile,True,10,12,215,False,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,False,False
cart_000809,cust_000850,2026-05-04T20:05:00,5034.75,2,mobile,True,180,20,20,False,0,0,comparison_shopping,offer_bounded_discount@5,True,False,True,False,True,False
cart_000810,cust_001202,2026-03-31T00:37:00,785.9,3,desktop,False,720,0,168,True,0,0,price_sensitivity,do_nothing,False,False,False,False,False,False
cart_000811,cust_000256,2026-05-28T03:27:00,8391.7,1,mobile,True,60,3,216,True,1,1,technical_friction,offer_bounded_discount@10,True,False,True,True,False,True
cart_000812,cust_000728,2026-03-02T09:15:00,2085.31,1,mobile,True,30,9,203,True,0,0,price_sensitivity,send_reminder_email,True,False,True,False,False,True
cart_000813,cust_000744,2026-05-15T19:32:00,12918.48,2,desktop,False,720,19,473,False,0,0,high_cart_hesitation,do_nothing,False,False,False,False,False,False
cart_000814,cust_000761,2026-03-01T00:32:00,1421.27,5,mobile,True,720,0,121,False,0,0,price_sensitivity,send_reminder_whatsapp,True,False,False,True,True,True
cart_000815,cust_000597,2026-05-24T06:05:00,2133.24,1,desktop,True,10,6,218,True,0,0,price_sensitivity,send_reminder_email,True,True,True,False,True,True
cart_000816,cust_000941,2026-03-10T05:56:00,16670.7,4,mobile,True,720,5,198,False,0,0,price_sensitivity,offer_bounded_discount@10,True,True,False,True,False,True
cart_000817,cust_001131,2026-05-26T23:34:00,4171.5,1,mobile,True,1440,23,558,True,1,2,technical_friction,offer_bounded_discount@5,False,False,False,True,False,True
cart_000818,cust_000496,2026-07-04T12:34:00,8922.95,3,mobile,False,180,12,333,True,0,0,price_sensitivity,send_reminder_whatsapp,False,True,False,False,True,True
cart_000819,cust_001368,2026-01-23T19:04:00,2716.56,3,desktop,True,60,19,181,False,0,0,comparison_shopping,send_reminder_whatsapp,True,True,True,True,True,True
cart_000820,cust_000377,2026-04-16T10:43:00,455.38,2,desktop,True,180,10,156,True,0,0,price_sensitivity,send_reminder_whatsapp,False,False,False,False,True,True
cart_000821,cust_001287,2026-03-26T13:58:00,7012.31,2,desktop,True,10,13,572,True,0,0,comparison_shopping,offer_bounded_discount@5,True,True,True,True,True,True
