customer_id,segment,tenure_months,prior_successful_payments,prior_late_payments,estimated_annual_value_inr,gross_margin_pct,repeat_purchase_probability,prior_coupon_redemptions,contacts_last_7d,hours_since_last_contact,email_consent,whatsapp_consent,sms_consent,dnd_flagged
cust_000304,consumer,47,41,2,32932.45,30.1,0.175,0,2,115.1,False,False,True,False
cust_000305,smb,28,29,2,107098.86,38.7,0.138,2,0,419.8,True,True,True,False
cust_000306,enterprise,129,109,6,2415820.25,19.0,0.429,0,1,86.4,True,False,True,False
cust_000307,consumer,34,25,3,1786.22,37.4,0.09,0,0,1651.0,True,True,False,False
cust_000308,consumer,23,15,1,24704.73,35.0,0.104,0,0,789.5,True,True,False,False
cust_000309,consumer,8,7,1,39181.26,46.5,0.034,2,0,2597.7,True,False,False,False
cust_000310,consumer,26,23,0,20234.11,54.9,0.228,0,0,1789.9,True,False,True,False
cust_000311,consumer,40,25,2,4303.92,48.1,0.325,1,1,58.5,True,True,False,False
cust_000312,consumer,41,33,1,26140.67,32.7,0.241,2,2,64.6,True,False,True,False
cust_000313,smb,45,31,0,180290.27,34.2,0.428,0,0,1077.7,True,False,False,False
cust_000314,smb,48,36,3,304200.29,32.4,0.277,0,0,2282.9,True,True,True,False
cust_000315,smb,62,47,2,228404.82,22.5,0.42,0,0,634.8,True,False,True,False
cust_000316,consumer,40,32,2,5493.26,42.2,0.139,3,0,2638.5,False,False,True,False
cust_000317,consumer,37,36,1,24104.58,45.0,0.19,1,1,52.7,True,False,False,False
cust_000318,consumer,16,6,0,6650.84,28.3,0.257,1,1,83.2,True,True,False,False
cust_000319,consumer,0,2,0,22154.38,33.1,0.092,0,1,108.9,True,True,True,False
cust_000320,consumer,39,29,4,32399.21,46.5,0.216,2,0,1010.9,True,False,True,False
cust_000321,consumer,1,0,0,6509.9,54.2,0.184,0,0,1427.6,True,True,True,False
cust_000322,consumer,31,25,0,39919.56,40.5,0.383,0,1,12.9,True,True,False,False
cust_000323,smb,17,5,0,390347.43,36.3,0.362,0,3,34.3,True,True,False,False
cust_000324,consumer,19,14,0,37480.5,32.3,0.187,0,0,1209.2,True,False,False,False
cust_000325,consumer,0,0,0,7110.73,35.5,0.246,0,0,2393.7,True,False,False,False
cust_000326,consumer,5,10,0,27594.81,37.1,0.24,0,0,500.7,True,True,False,False
cust_000327,consumer,28,23,0,29460.96,28.6,0.351,0,0,2178.6,True,False,False,False
cust_000328,consumer,20,20,0,29429.9,35.4,0.202,0,0,937.4,True,True,False,False
cust_000329,consumer,1,0,0,24979.52,37.8,0.106,0,3,137.8,True,False,False,False
cust_000330,consumer,26,19,1,25815.71,31.0,0.246,3,0,1559.0,True,False,False,False
cust_000331,consumer,44,33,2,23816.89,29.3,0.391,0,2,110.5,False,False,False,False
cust_000332,consumer,47,33,4,37560.63,39.2,0.246,0,0,1050.9,False,False,True,False
cust_000333,consumer,12,6,0,8128.22,45.7,0.115,1,0,2289.1,True,False,False,False
cust_000334,consumer,6,1,0,7088.97,32.9,0.331,0,0,1082.4,False,True,False,False
cust_000335,consumer,46,48,1,13276.31,34.5,0.282,1,1,61.1,True,False,True,True
cust_000336,consumer,1,0,0,20945.57,54.8,0.182,0,1,116.2,True,False,False,False
cust_000337,consumer,2,9,0,18684.61,32.2,0.325,0,0,1040.8,True,False,True,False
cust_000338,consumer,30,22,0,7329.65,50.3,0.36,0,1,97.2,True,True,False,False
cust_000339,smb,55,41,3,373493.51,24.4,0.148,2,2,106.9,True,True,False,False
cust_000340,consumer,20,22,1,20344.86,34.0,0.132,1,0,821.8,True,True,True,False
cust_000341,consumer,3,5,0,22152.02,35.1,0.213,1,1,81.3,True,True,False,False
cust_000342,enterprise,140,112,7,1703601.29,15.1,0.531,1,0,1175.3,True,True,True,False
cust_000343,enterprise,119,94,7,3852138.29,21.0,0.389,1,0,2239.8,True,False,True,False
cust_000344,consumer,18,17,1,1042.47,46.7,0.246,1,0,1665.1,True,False,False,False
cust_000345,consumer,1,1,0,15375.96,52.5,0.144,0,0,2150.3,True,False,False,False
cust_000346,consumer,42,34,2,34157.28,45.8,0.336,0,0,2934.5,True,True,False,False
cust_000347,consumer,32,21,1,38688.26,43.1,0.226,3,0,1571.8,True,True,False,False
cust_000348,consumer,32,25,3,11397.19,29.7,0.432,3,2,38.7,True,True,True,False
cust_000349,consumer,43,34,2,24691.71,44.9,0.321,0,3,152.9,True,False,True,False
cust_000350,consumer,12,8,0,34572.21,36.3,0.372,6,0,2812.5,False,True,False,False
cust_000351,consumer,20,25,2,33661.14,31.9,0.183,6,3,51.7,True,False,False,False
cust_000352,consumer,12,10,0,4717.47,33.0,0.187,0,0,2124.7,True,False,False,False
cust_000353,consumer,45,41,1,26157.96,33.0,0.359,0,0,1344.0,False,False,False,False
cust_000354,consumer,12,20,0,30432.18,29.8,0.26,0,0,891.0,True,True,False,False
cust_000355,consumer,39,27,0,37596.0,43.4,0.28,1,0,506.1,True,False,False,False
cust_000356,consumer,47,38,0,2050.44,38.5,0.37,3,1,48.7,True,True,False,False
cust_000357,smb,61,52,3,335359.53,31.0,0.265,2,2,117.3,True,True,True,False
cust_000358,consumer,45,38,3,35883.9,51.8,0.165,0,1,16.2,True,False,True,False
cust_000359,smb,67,48,3,252587.56,25.2,0.321,0,0,2639.7,True,True,True,False
cust_000360,consumer,19,9,1,12725.97,48.8,0.227,0,1,43.3,True,False,False,True
cust_000361,smb,32,27,0,102412.06,35.2,0.303,1,0,2670.1,True,False,False,False
cust_000362,consumer,3,6,0,26304.44,29.0,0.197,3,0,1367.5,True,False,False,False
cust_000363,consumer,35,25,0,7508.06,40.3,0.202,0,0,1232.0,True,True,False,False
cust_000364,consumer,8,4,1,5319.92,51.2,0.166,0,0,2942.2,True,True,False,False
cust_000365,smb,38,33,2,182280.37,39.0,0.346,1,2,103.6,True,False,False,False
cust_000366,smb,31,25,1,289263.09,41.6,0.216,2,1,167.8,True,True,False,False
cust_000367,consumer,12,8,1,27755.67,34.9,0.196,1,1,20.0,True,True,False,False
cust_000368,smb,26,16,0,145595.64,28.8,0.288,0,1,150.0,True,True,False,False
cust_000369,smb,68,48,3,133750.62,36.5,0.423,0,1,134.5,True,True,False,False
cust_000370,consumer,24,15,0,25247.18,50.7,0.114,2,1,53.5,True,False,False,False
cust_000371,consumer,19,10,2,9037.53,36.2,0.257,2,2,75.1,True,False,False,False
cust_000372,smb,69,55,3,137936.31,28.5,0.432,6,0,302.3,True,False,True,False
cust_000373,consumer,38,29,2,34939.07,37.0,0.218,2,1,4.8,True,False,True,False
cust_000374,consumer,34,28,2,13106.42,39.9,0.224,1,0,778.4,True,True,True,False
cust_000375,consumer,15,12,2,7265.36,36.4,0.087,0,0,2729.2,True,True,True,False
cust_000376,smb,77,58,4,259198.86,35.8,0.312,2,1,14.1,True,False,False,False
cust_000377,smb,61,51,2,56959.94,28.2,0.226,0,2,25.0,True,True,True,False
cust_000378,smb,44,34,2,319735.91,39.6,0.192,0,0,2350.2,True,True,True,False
cust_000379,smb,43,34,2,231336.95,23.4,0.346,1,0,882.3,True,True,True,False
cust_000380,consumer,27,22,0,31480.4,39.8,0.268,0,2,96.9,True,False,False,False
cust_000381,smb,24,25,0,137053.57,30.1,0.176,1,1,55.7,True,True,True,False
cust_000382,consumer,48,39,3,25627.25,28.0,0.174,1,0,2108.2,True,False,False,False
cust_000383,enterprise,117,92,8,4391409.96,28.6,0.372,1,0,2573.4,True,True,False,False
cust_000384,consumer,35,33,0,32919.75,37.7,0.302,0,0,1271.8,True,False,False,False
cust_000385,consumer,24,25,0,33811.44,37.7,0.279,3,0,232.5,True,True,False,False
cust_000386,enterprise,40,28,3,782581.63,24.3,0.246,0,0,1626.4,True,True,True,False
cust_000387,consumer,36,23,1,20177.2,47.7,0.202,3,0,293.7,True,False,False,False
cust_000388,enterprise,26,32,1,1109898.64,25.7,0.24,0,2,15.8,True,False,False,False
cust_000389,consumer,37,25,1,12843.74,29.4,0.384,0,0,1513.9,True,False,False,False
cust_000390,consumer,2,0,0,27954.52,44.1,0.151,1,0,2037.7,True,False,True,False
cust_000391,consumer,4,8,0,34132.09,35.5,0.214,2,0,512.3,True,False,True,False
cust_000392,smb,35,30,3,317360.53,26.7,0.425,6,0,2500.8,True,False,True,False
cust_000393,consumer,46,39,2,25684.2,33.7,0.201,1,1,20.4,True,True,True,False
cust_000394,smb,70,53,4,108791.3,35.7,0.226,0,1,64.8,True,True,False,False
cust_000395,consumer,22,16,3,38269.25,39.7,0.07,0,0,475.2,True,True,False,False
cust_000396,smb,77,56,1,312788.97,32.4,0.423,0,0,1351.5,True,False,True,False
cust_000397,consumer,2,2,1,1436.17,30.5,0.084,2,2,107.6,True,True,False,False
cust_000398,consumer,41,37,1,22859.72,54.1,0.282,3,1,155.1,True,False,False,False
cust_000399,consumer,10,12,1,31338.89,35.5,0.19,6,0,2475.8,True,True,False,False
cust_000400,consumer,41,33,1,19936.26,31.9,0.174,1,0,404.2,True,True,False,False
cust_000401,consumer,40,25,1,534.27,29.0,0.309,0,0,210.4,True,False,False,False
cust_000402,smb,10,15,0,225248.91,22.1,0.087,3,0,2109.1,True,False,False,False
cust_000403,consumer,21,17,1,3678.04,40.4,0.089,0,0,1275.7,True,False,False,False
cust_000404,consumer,5,4,0,35465.96,39.8,0.435,0,0,2419.7,True,False,False,False
cust_000405,enterprise,10,10,0,511143.28,14.9,0.167,0,1,112.4,True,False,False,False
cust_000406,consumer,4,0,0,1956.67,31.8,0.187,1,0,682.3,True,True,False,False
cust_000407,consumer,37,28,3,3026.33,50.1,0.279,1,0,767.4,True,False,False,False
cust_000408,consumer,43,38,0,23250.7,31.7,0.332,0,0,595.5,True,False,False,False
cust_000409,smb,7,0,0,70680.93,37.8,0.121,0,2,14.5,True,False,False,False
cust_000410,consumer,44,34,1,32392.77,48.9,0.234,0,2,103.0,True,True,False,False
cust_000411,consumer,19,11,1,14240.22,28.1,0.236,1,0,1213.3,True,False,True,False
cust_000412,consumer,17,18,2,2596.23,31.0,0.238,0,2,10.0,True,True,True,False
cust_000413,smb,60,45,4,36460.64,36.8,0.247,2,0,525.0,True,False,False,False
cust_000414,consumer,43,36,3,35985.72,34.2,0.239,0,2,13.3,True,True,False,False
cust_000415,consumer,11,12,0,15799.55,31.7,0.083,6,0,556.2,True,True,True,False
cust_000416,consumer,10,7,1,30533.41,33.9,0.215,3,0,1747.7,True,False,False,False
cust_000417,consumer,30,14,1,33561.07,35.5,0.11,0,0,1822.5,False,False,True,False
cust_000418,consumer,2,1,0,2082.32,40.7,0.068,2,1,76.6,True,False,True,False
cust_000419,enterprise,39,30,2,2342912.39,17.8,0.246,1,0,1486.0,True,True,False,False
cust_000420,consumer,45,32,3,16511.73,49.3,0.134,0,2,56.6,True,False,True,False
cust_000421,consumer,13,4,2,31613.83,30.2,0.053,0,2,113.7,False,True,False,False
cust_000422,consumer,11,2,0,26102.82,47.0,0.241,1,1,124.1,True,False,False,False
cust_000423,smb,43,37,2,154030.43,27.3,0.204,0,0,1561.4,True,True,False,False
cust_000424,consumer,18,11,0,18353.15,37.9,0.386,0,2,15.6,True,True,False,False
cust_000425,consumer,7,4,1,28034.74,41.4,0.079,1,0,2914.8,True,True,False,False
cust_000426,consumer,18,16,0,7967.9,28.6,0.15,1,1,132.4,True,False,False,False
cust_000427,consumer,36,28,2,5712.19,49.3,0.289,0,3,129.5,True,True,False,False
cust_000428,smb,70,59,2,128393.7,41.5,0.347,0,0,1086.6,True,True,True,False
cust_000429,consumer,20,14,0,39131.89,32.0,0.299,1,0,269.8,False,False,False,False
cust_000430,consumer,47,35,2,22072.75,41.7,0.446,2,3,112.4,True,False,False,False
cust_000431,consumer,30,17,0,36056.89,31.8,0.248,0,1,75.5,True,True,False,False
cust_000432,consumer,17,17,0,8230.77,30.3,0.429,0,0,1888.9,True,True,False,False
cust_000433,smb,56,41,3,160459.39,29.5,0.357,6,2,15.6,True,True,False,False
cust_000434,consumer,46,38,2,38829.25,39.4,0.245,0,0,2629.1,False,True,False,False
cust_000435,consumer,26,19,2,25732.84,35.4,0.273,1,2,34.3,True,True,False,False
cust_000436,consumer,37,28,2,12504.62,43.1,0.3,6,1,79.9,True,False,False,False
cust_000437,consumer,15,12,0,1623.48,48.6,0.219,1,0,1545.4,True,True,False,False
cust_000438,smb,49,40,2,214759.83,33.5,0.352,3,0,657.3,True,True,False,False
cust_000439,consumer,33,27,2,25738.39,30.1,0.328,2,0,668.0,True,True,False,False
cust_000440,consumer,44,28,1,27689.69,30.6,0.392,0,0,1152.9,False,True,True,False
cust_000441,consumer,35,28,0,24730.42,50.4,0.274,1,1,20.0,True,True,False,False
cust_000442,consumer,19,4,2,27796.5,31.8,0.02,0,0,2284.5,True,True,False,False
cust_000443,consumer,13,8,0,5643.62,30.1,0.072,0,1,127.5,True,True,False,False
cust_000444,consumer,7,5,0,36386.91,29.2,0.212,1,0,760.1,True,True,True,False
cust_000445,consumer,37,30,0,14239.54,32.3,0.297,0,0,477.5,True,True,True,False
cust_000446,consumer,48,40,3,21716.5,54.3,0.127,0,0,1431.1,False,True,False,False
cust_000447,consumer,14,11,0,16599.33,48.6,0.288,1,0,1211.5,True,False,True,False
cust_000448,consumer,29,27,1,24215.39,36.4,0.173,2,0,394.9,True,False,False,False
cust_000449,enterprise,131,103,6,4130944.23,20.3,0.477,0,0,2146.1,True,False,False,False
cust_000450,consumer,12,11,0,13875.95,44.1,0.266,0,1,98.2,True,False,False,False
cust_000451,consumer,38,24,1,38030.48,54.7,0.269,0,0,1570.2,True,False,True,False
cust_000452,smb,65,47,5,277680.83,41.4,0.324,0,0,2304.5,True,False,True,False
cust_000453,consumer,16,17,0,21926.31,49.9,0.21,2,3,148.0,True,False,False,False
cust_000454,consumer,11,6,2,22488.33,51.2,0.091,1,0,506.3,True,False,False,False
cust_000455,consumer,10,8,0,20514.06,38.6,0.197,1,0,2937.8,True,True,True,False
cust_000456,consumer,47,34,1,23566.7,48.7,0.084,0,0,883.8,True,True,True,False
cust_000457,smb,16,18,0,148285.82,22.4,0.293,3,0,2723.9,True,False,False,False
cust_000458,consumer,24,13,1,13235.64,30.6,0.242,2,1,28.8,True,False,True,False
cust_000459,enterprise,25,24,1,5090168.79,22.6,0.244,6,0,832.5,True,True,False,False
cust_000460,consumer,4,0,0,22873.92,42.3,0.298,1,0,2057.7,True,False,True,False
cust_000461,consumer,35,31,1,7633.73,28.5,0.107,1,0,2893.9,True,False,False,False
cust_000462,consumer,27,24,1,37418.12,47.6,0.17,2,1,142.0,True,False,False,False
cust_000463,smb,36,29,2,333010.07,34.9,0.342,0,0,737.4,True,False,True,False
cust_000464,consumer,41,32,2,36273.4,33.5,0.27,1,1,8.1,True,False,True,False
cust_000465,consumer,19,12,0,34753.29,52.3,0.268,1,0,2840.9,True,True,True,False
cust_000466,smb,68,55,2,272402.51,33.6,0.327,1,1,53.3,True,False,False,False
cust_000467,smb,29,23,3,74825.61,25.5,0.16,0,0,1573.0,True,False,True,False
cust_000468,consumer,17,9,2,35237.62,53.3,0.165,6,0,2556.1,True,False,False,False
cust_000469,consumer,35,27,1,15695.26,45.3,0.095,1,0,861.9,True,True,False,False
cust_000470,smb,40,32,3,54295.12,38.5,0.357,1,2,129.0,True,True,False,False
cust_000471,enterprise,126,95,6,4500569.21,28.8,0.547,3,0,649.0,True,True,True,False
cust_000472,consumer,20,21,1,18403.84,28.7,0.103,0,0,1959.2,True,True,True,False
cust_000473,enterprise,39,26,2,5127674.45,25.0,0.178,0,1,44.5,True,False,False,False
cust_000474,consumer,11,11,0,16043.02,38.2,0.211,1,0,840.4,True,False,True,False
cust_000475,consumer,39,31,3,17441.68,35.0,0.257,3,0,2212.0,True,False,False,False
cust_000476,consumer,45,37,1,8524.24,53.5,0.298,0,0,803.6,True,False,True,False
cust_000477,smb,5,0,0,130273.33,27.2,0.052,0,1,77.5,True,True,True,False
cust_000478,consumer,45,34,2,15648.07,39.4,0.245,3,0,1192.0,True,False,False,False
cust_000479,smb,2,1,0,116389.62,34.4,0.234,0,3,94.4,True,True,False,False
cust_000480,smb,18,11,1,54066.23,36.2,0.106,0,3,47.9,True,True,False,False
cust_000481,smb,35,38,3,216449.62,30.7,0.313,0,2,93.8,True,False,True,False
cust_000482,consumer,11,7,0,1916.56,35.0,0.377,0,0,2185.3,True,False,False,False
cust_000483,consumer,5,3,1,8547.48,35.7,0.025,2,0,2056.8,True,False,True,False
cust_000484,consumer,4,6,0,10223.22,41.4,0.118,0,0,2801.6,True,True,True,False
cust_000485,smb,63,61,3,192541.1,41.1,0.307,6,1,159.8,True,False,False,False
cust_000486,consumer,13,8,2,34599.51,49.6,0.138,1,0,914.5,True,False,False,True
cust_000487,consumer,24,14,1,31289.96,35.7,0.099,0,0,1410.6,True,True,False,False
cust_000488,consumer,23,21,0,20749.8,41.2,0.165,2,1,103.5,True,False,True,False
cust_000489,consumer,14,9,2,26080.62,47.3,0.105,1,0,1511.0,True,False,True,False
cust_000490,consumer,19,14,1,33740.75,42.1,0.218,0,0,464.6,True,False,True,False
cust_000491,consumer,32,26,0,1142.61,48.0,0.31,2,0,1365.5,True,True,False,False
cust_000492,consumer,16,13,0,13982.71,52.8,0.414,0,1,73.4,True,True,True,False
cust_000493,consumer,25,25,0,34816.83,54.1,0.195,1,3,61.2,True,False,False,False
cust_000494,consumer,0,0,0,8036.68,50.0,0.24,0,0,2557.9,True,False,True,False
cust_000495,consumer,27,22,2,1361.76,32.5,0.3,6,0,2607.4,True,True,False,False
cust_000496,consumer,0,0,0,4555.21,50.9,0.045,2,3,7.2,True,False,False,False
cust_000497,smb,64,51,5,108124.2,23.2,0.269,1,0,2015.2,True,True,False,False
cust_000498,consumer,27,22,2,1321.87,35.8,0.204,3,0,1885.9,True,False,True,False
cust_000499,smb,55,46,3,336570.68,35.5,0.138,2,1,104.8,True,False,False,False
cust_000500,consumer,38,34,1,19941.34,49.4,0.282,6,0,930.3,True,True,False,False
cust_000501,smb,45,41,3,183635.78,34.4,0.279,0,0,1194.7,True,False,True,False
cust_000502,consumer,32,34,2,24369.43,30.8,0.28,2,3,131.5,True,False,True,False
cust_000503,consumer,10,0,0,25382.08,51.5,0.165,0,0,1616.5,True,True,False,False
cust_000504,consumer,12,9,0,17844.78,39.2,0.225,1,0,1242.8,True,True,False,False
cust_000505,smb,55,40,0,319141.98,24.8,0.447,3,2,87.2,True,False,True,False
cust_000506,smb,68,49,7,378584.28,23.7,0.227,2,1,108.1,True,True,False,False
cust_000507,consumer,33,27,3,38920.12,39.3,0.11,3,1,53.4,True,False,False,False
cust_000508,consumer,25,13,0,18124.47,33.5,0.179,3,1,68.6,True,True,True,False
cust_000509,smb,18,9,1,217778.49,32.8,0.285,0,0,1979.9,True,False,False,False
cust_000510,smb,40,33,2,296073.51,41.7,0.172,0,0,2022.7,True,True,False,False
cust_000511,enterprise,65,56,4,2296921.67,18.6,0.166,1,1,87.8,True,True,False,False
cust_000512,consumer,6,3,0,6288.85,39.5,0.136,0,0,2095.1,True,False,False,False
cust_000513,consumer,40,32,3,17225.18,39.9,0.181,6,1,25.1,True,False,True,False
cust_000514,smb,17,15,1,283898.87,31.1,0.02,0,1,19.4,True,True,False,False
cust_000515,consumer,23,15,1,12478.77,41.1,0.169,1,0,2703.9,False,True,False,False
cust_000516,consumer,22,14,1,3168.8,29.2,0.139,0,1,140.2,True,True,False,False
cust_000517,consumer,9,8,1,34720.65,36.8,0.044,0,0,1307.1,True,False,False,False
cust_000518,consumer,10,9,0,28434.74,43.4,0.152,1,0,1932.4,True,True,False,False
cust_000519,consumer,1,0,0,5251.19,53.3,0.168,2,0,2175.7,False,False,False,False
cust_000520,consumer,2,0,0,19913.19,53.2,0.255,0,0,2943.4,True,True,True,False
cust_000521,consumer,26,21,2,27305.04,29.6,0.182,1,0,476.5,True,False,True,False
cust_000522,smb,8,2,0,96972.59,37.0,0.183,0,0,1501.5,True,True,True,False
cust_000523,smb,36,24,3,230548.6,33.7,0.285,1,0,1791.1,True,False,False,False
cust_000524,consumer,34,23,1,39419.69,49.1,0.33,0,0,2522.2,True,False,True,False
cust_000525,consumer,38,28,4,10410.11,46.4,0.181,0,1,48.0,True,False,True,False
cust_000526,consumer,8,8,0,29140.41,55.0,0.038,3,2,107.1,False,False,True,False
cust_000527,consumer,13,10,2,18662.07,44.2,0.154,1,0,1534.3,False,False,False,False
cust_000528,smb,52,40,2,224489.95,37.7,0.446,1,1,60.0,True,False,True,False
cust_000529,smb,3,3,0,67410.27,29.4,0.172,2,1,114.7,True,True,False,False
cust_000530,smb,30,21,2,109018.02,31.9,0.313,0,0,2499.1,True,False,False,False
cust_000531,consumer,42,30,1,29683.19,46.1,0.258,1,1,22.3,False,False,False,False
cust_000532,consumer,43,31,1,1413.14,54.2,0.222,0,0,2084.7,True,False,True,False
cust_000533,consumer,7,0,0,27366.85,40.6,0.281,3,0,978.2,True,False,True,False
cust_000534,consumer,36,29,3,32403.08,54.7,0.376,0,0,376.0,True,True,False,True
cust_000535,smb,44,32,0,339392.88,26.9,0.359,2,1,87.8,True,True,False,False
cust_000536,consumer,28,23,1,23367.91,30.3,0.172,0,0,2773.5,True,True,False,False
cust_000537,consumer,35,35,0,2562.02,50.9,0.354,0,2,132.5,True,False,False,False
cust_000538,consumer,6,5,0,13914.85,53.3,0.149,0,0,389.1,True,True,False,False
cust_000539,consumer,26,23,1,19515.27,44.8,0.264,0,0,1836.7,True,False,False,False
cust_000540,consumer,9,5,1,6322.66,36.3,0.262,1,0,1619.9,True,False,False,False
cust_000541,consumer,12,9,0,31517.92,37.2,0.091,6,0,1127.2,True,False,False,False
cust_000542,consumer,29,14,1,35106.17,52.6,0.157,0,0,1546.1,True,False,False,False
cust_000543,consumer,0,0,0,14831.28,30.0,0.157,0,0,1839.9,True,True,True,False
cust_000544,consumer,16,10,0,28894.05,37.2,0.367,3,0,2096.9,True,False,True,False
cust_000545,consumer,15,13,1,15100.81,38.1,0.266,2,1,73.4,True,True,False,False
cust_000546,consumer,34,18,0,15438.72,38.1,0.287,1,0,1699.3,True,True,True,False
cust_000547,smb,67,54,4,387986.04,39.7,0.33,0,1,11.8,True,False,False,False
cust_000548,consumer,29,18,1,7570.44,47.2,0.323,1,1,133.0,True,True,False,False
cust_000549,consumer,13,9,0,12586.96,52.0,0.121,0,0,576.1,True,False,False,False
cust_000550,consumer,39,27,2,13786.77,40.2,0.182,0,0,943.7,True,False,True,False
cust_000551,consumer,5,4,0,31542.0,53.0,0.188,0,0,750.6,True,True,False,False
cust_000552,consumer,45,39,1,24359.34,31.7,0.24,2,0,1170.6,False,False,False,False
cust_000553,consumer,41,31,3,20749.56,48.6,0.289,0,1,80.2,True,False,False,False
cust_000554,consumer,5,4,0,12866.46,33.1,0.192,1,0,1817.0,True,False,True,False
cust_000555,smb,45,40,2,105686.44,30.5,0.134,1,0,1843.5,True,True,True,False
cust_000556,enterprise,106,80,7,5886981.06,17.3,0.378,1,0,2705.3,True,True,False,True
cust_000557,consumer,31,26,2,1560.12,33.4,0.172,0,0,1668.3,True,True,True,False
cust_000558,smb,52,37,2,79673.47,24.2,0.479,3,0,775.9,True,False,True,False
cust_000559,smb,77,65,3,97129.68,36.3,0.382,6,0,2508.8,True,True,True,False
cust_000560,consumer,29,21,4,23257.24,47.9,0.026,1,0,1916.5,True,True,True,False
cust_000561,smb,60,49,3,166172.7,35.2,0.266,1,0,2679.5,True,False,False,False
cust_000562,consumer,46,24,2,29035.17,33.9,0.026,0,0,2346.3,True,False,True,False
cust_000563,consumer,4,0,0,25735.23,46.2,0.183,0,0,305.8,True,False,True,False
cust_000564,consumer,29,23,4,3195.37,42.8,0.24,2,0,250.6,True,True,False,False
cust_000565,consumer,48,44,2,942.82,35.4,0.3,1,2,89.9,True,True,False,False
cust_000566,consumer,42,33,2,35931.89,38.5,0.396,2,2,63.6,True,True,False,False
cust_000567,consumer,12,9,1,27358.4,29.7,0.159,2,1,121.9,True,False,False,False
cust_000568,consumer,39,33,2,8681.21,42.6,0.263,0,0,1085.5,True,False,True,False
cust_000569,consumer,23,22,0,2235.59,51.9,0.314,0,3,120.0,True,False,False,False
cust_000570,consumer,20,11,0,39265.93,46.8,0.205,1,2,54.1,True,False,False,False
cust_000571,consumer,24,15,0,20685.53,48.0,0.243,0,0,2325.0,True,True,False,False
cust_000572,consumer,8,7,1,15293.68,36.0,0.328,1,2,124.5,True,True,False,False
cust_000573,consumer,26,22,3,26097.83,35.8,0.187,0,0,1710.1,False,False,True,False
cust_000574,smb,79,65,6,351628.2,32.4,0.371,6,0,2977.6,True,True,True,False
cust_000575,smb,28,24,1,109797.85,23.6,0.164,2,0,694.0,True,True,True,False
cust_000576,consumer,30,22,2,3660.63,54.3,0.121,2,1,137.9,True,True,False,False
cust_000577,smb,40,33,2,246169.68,25.1,0.189,0,0,1250.4,True,True,True,False
cust_000578,consumer,12,9,0,665.13,51.3,0.13,0,1,65.1,True,False,True,False
cust_000579,enterprise,37,31,2,2493508.27,23.0,0.318,0,2,121.6,True,True,False,False
cust_000580,consumer,27,28,2,29558.74,34.5,0.116,1,1,44.6,True,False,True,False
cust_000581,enterprise,47,33,1,370323.11,26.3,0.167,0,0,2722.8,True,True,True,False
cust_000582,consumer,19,19,0,20275.55,42.4,0.213,3,2,19.2,True,False,False,False
cust_000583,consumer,47,30,5,16219.82,36.3,0.176,0,0,2149.7,True,False,False,False
cust_000584,consumer,45,34,2,5806.12,41.1,0.22,0,1,136.1,True,False,False,False
cust_000585,smb,15,10,0,349977.56,25.3,0.285,0,0,1839.8,True,False,True,False
cust_000586,smb,2,4,0,272822.47,37.8,0.178,1,3,45.4,True,False,False,False
cust_000587,consumer,21,13,2,39978.08,50.1,0.131,0,0,1196.9,True,True,False,False
cust_000588,smb,19,5,0,29758.56,24.5,0.227,0,1,146.3,True,False,True,False
cust_000589,enterprise,88,67,7,394792.73,19.8,0.333,0,0,1898.9,True,True,True,False
cust_000590,smb,62,54,2,395011.16,39.1,0.324,0,0,1801.3,True,True,True,False
cust_000591,consumer,43,36,0,39854.04,54.7,0.357,6,0,1713.9,True,True,False,False
cust_000592,consumer,45,34,3,1654.26,53.1,0.216,1,2,113.0,True,False,False,False
cust_000593,smb,44,41,2,351337.43,40.6,0.158,1,0,2208.8,True,True,False,False
cust_000594,smb,31,26,2,104949.32,24.3,0.203,2,0,1229.7,True,False,False,True
cust_000595,consumer,34,17,0,7999.38,38.5,0.349,2,2,22.1,True,False,True,True
cust_000596,smb,42,36,1,74986.3,40.9,0.184,0,1,134.8,True,True,True,False
cust_000597,consumer,45,37,2,23171.89,45.0,0.335,6,0,2468.6,True,False,False,False
cust_000598,consumer,47,39,4,2576.37,51.4,0.039,1,1,166.5,True,True,False,False
cust_000599,smb,52,48,2,47292.82,36.5,0.475,1,0,472.5,True,False,False,False
cust_000600,smb,40,36,3,193862.35,25.3,0.209,0,1,123.8,True,False,False,False
cust_000601,enterprise,43,36,2,2446368.02,29.7,0.218,0,0,1526.9,True,True,False,False
cust_000602,consumer,9,10,0,25265.42,38.9,0.064,6,1,63.7,True,False,False,False
cust_000603,smb,50,40,2,124582.1,35.1,0.32,0,0,2072.6,True,True,False,False
cust_000604,consumer,47,24,6,4234.85,44.0,0.138,0,0,2198.6,True,False,False,False
cust_000605,consumer,34,23,4,31447.24,42.3,0.226,1,1,109.8,True,True,False,False
cust_000606,smb,25,19,1,22023.12,30.9,0.116,0,0,2308.6,True,True,True,False
cust_000607,consumer,42,30,3,503.38,36.1,0.196,2,1,75.3,True,False,False,False
cust_000608,consumer,34,26,1,20668.32,46.6,0.299,2,0,575.8,True,False,True,False
cust_000609,consumer,35,28,3,10571.21,38.3,0.154,0,0,1391.0,True,False,True,False
