txn_id,customer_id,failed_at,payment_method,bank,amount,decline_code,retry_count,hour_of_day,day_of_month,true_root_cause,is_fraudulent,logged_action,logged_recovered,po_do_nothing,po_immediate_retry,po_delayed_retry@12,po_delayed_retry@48,po_prompt_new_payment_method
txn_000353,cust_001306,2026-04-14T21:35:00,card,ICICI,510.46,54,0,21,1,expired_card,False,delayed_retry@48,False,False,False,False,False,False
txn_000354,cust_000577,2026-01-28T08:01:00,netbanking,SBI,407.96,54,3,8,31,fraud_suspected,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000355,cust_000217,2026-03-08T03:10:00,card,Kotak,4866.12,14,1,3,25,invalid_details,False,immediate_retry,False,False,False,False,False,True
txn_000356,cust_001250,2026-04-19T21:33:00,card,SBI,1108.41,51,0,21,30,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000357,cust_001087,2026-02-11T05:11:00,upi,Kotak,700.21,96,0,5,27,technical_bank_side,False,do_nothing,False,False,True,True,False,True
txn_000358,cust_001380,2026-03-09T04:04:00,upi,SBI,225.99,51,0,4,6,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000359,cust_000897,2026-01-05T15:01:00,card,ICICI,3410.98,33,0,15,13,expired_card,False,do_nothing,False,False,False,False,False,False
txn_000360,cust_000177,2026-01-03T20:16:00,card,Axis,335.39,14,3,20,29,invalid_details,False,delayed_retry@12,False,False,False,False,False,False
txn_000361,cust_000640,2026-06-13T02:17:00,netbanking,HDFC,174.36,91,0,2,6,technical_bank_side,False,delayed_retry@48,False,False,False,False,False,False
txn_000362,cust_000042,2026-04-06T20:29:00,card,IDFC,754.04,51,2,20,5,insufficient_funds,False,delayed_retry@12,True,False,False,True,False,False
txn_000363,cust_000619,2026-05-21T07:49:00,netbanking,Axis,911.7,54,3,7,3,expired_card,False,do_nothing,False,False,False,False,False,False
txn_000364,cust_000814,2026-07-12T04:28:00,card,SBI,1058.63,34,1,4,17,fraud_suspected,True,prompt_new_payment_method,True,False,False,False,False,True
txn_000365,cust_000930,2026-05-28T18:27:00,card,SBI,353.89,51,0,18,24,insufficient_funds,False,delayed_retry@48,False,False,False,True,False,True
txn_000366,cust_000341,2026-04-23T19:50:00,card,HDFC,4494.71,54,3,19,10,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000367,cust_001073,2026-07-13T17:43:00,netbanking,ICICI,308.22,05,2,17,19,technical_bank_side,False,prompt_new_payment_method,False,False,True,False,True,False
txn_000368,cust_001252,2026-07-20T09:02:00,card,Axis,4746.16,14,0,9,27,invalid_details,False,immediate_retry,False,True,False,False,False,False
txn_000369,cust_000244,2026-05-27T05:49:00,card,SBI,1126.25,91,1,5,4,technical_bank_side,False,do_nothing,False,False,True,True,True,False
txn_000370,cust_001194,2026-05-18T16:18:00,netbanking,Axis,1168.73,05,0,16,13,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000371,cust_001196,2026-01-09T07:31:00,netbanking,ICICI,2490.22,51,0,7,17,insufficient_funds,False,immediate_retry,False,False,False,False,True,True
txn_000372,cust_001223,2026-03-27T10:08:00,card,Kotak,1036.21,63,0,10,20,fraud_suspected,True,immediate_retry,False,False,False,False,False,False
txn_000373,cust_001273,2026-04-16T12:33:00,card,ICICI,2838.24,14,1,12,18,invalid_details,False,do_nothing,False,False,False,False,False,False
txn_000374,cust_000785,2026-03-03T12:53:00,upi,IDFC,784.54,91,2,12,17,technical_bank_side,False,immediate_retry,False,False,False,False,False,False
txn_000375,cust_000759,2026-02-20T01:19:00,netbanking,SBI,557.78,82,1,1,20,invalid_details,False,do_nothing,False,False,False,False,False,False
txn_000376,cust_000985,2026-05-16T02:00:00,card,Kotak,6058.64,05,0,2,7,fraud_suspected,True,delayed_retry@12,False,False,False,False,False,False
txn_000377,cust_001184,2026-03-08T06:42:00,card,ICICI,2431.58,51,0,6,22,insufficient_funds,False,prompt_new_payment_method,False,False,False,True,True,False
txn_000378,cust_001402,2026-01-22T15:30:00,wallet,Kotak,264.82,54,0,15,25,expired_card,False,immediate_retry,False,False,False,False,False,False
txn_000379,cust_001215,2026-06-01T21:59:00,card,HDFC,2811.79,51,0,21,8,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000380,cust_000282,2026-06-02T09:29:00,card,Axis,315.41,91,1,9,22,technical_bank_side,False,prompt_new_payment_method,False,False,False,True,False,False
txn_000381,cust_001106,2026-04-28T10:20:00,card,SBI,1317.96,14,1,10,25,invalid_details,False,do_nothing,False,False,False,False,False,False
txn_000382,cust_001019,2026-01-13T15:21:00,card,IDFC,3756.32,33,0,15,6,expired_card,False,delayed_retry@48,False,False,False,False,False,True
txn_000383,cust_000378,2026-01-31T03:30:00,card,Yes Bank,389.04,05,0,3,16,fraud_suspected,True,delayed_retry@12,False,True,False,False,False,False
txn_000384,cust_000021,2026-07-05T17:13:00,card,Kotak,878.48,96,0,17,9,technical_bank_side,False,delayed_retry@12,False,False,False,False,False,False
txn_000385,cust_000025,2026-07-08T09:09:00,card,ICICI,3877.33,51,0,9,28,invalid_details,False,delayed_retry@48,False,False,False,True,False,False
txn_000386,cust_000594,2026-07-20T13:22:00,upi,Axis,981.33,91,0,13,5,technical_bank_side,False,delayed_retry@48,False,False,False,True,False,False
txn_000387,cust_000024,2026-02-18T09:08:00,card,HDFC,1754.68,12,1,9,10,invalid_details,False,delayed_retry@12,False,False,False,False,False,False
txn_000388,cust_000119,2026-06-09T04:55:00,card,HDFC,11285.89,96,0,4,30,expired_card,False,immediate_retry,True,False,True,True,False,False
txn_000389,cust_000242,2026-01-21T17:00:00,card,IDFC,4707.13,51,0,17,31,insufficient_funds,False,do_nothing,False,False,False,True,True,False
txn_000390,cust_001249,2026-06-29T17:10:00,wallet,Axis,1508.35,96,0,17,1,technical_bank_side,False,delayed_retry@48,False,False,False,True,False,False
txn_000391,cust_000798,2026-04-27T09:13:00,netbanking,IDFC,907.07,05,0,9,13,invalid_details,False,do_nothing,False,False,False,False,False,False
txn_000392,cust_000314,2026-02-22T13:21:00,upi,HDFC,1355.14,33,0,13,26,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000393,cust_000809,2026-07-11T14:37:00,upi,HDFC,2695.5,05,1,14,23,technical_bank_side,False,delayed_retry@48,False,False,False,False,False,False
txn_000394,cust_000005,2026-05-27T21:41:00,card,IDFC,1919.98,14,0,21,8,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000395,cust_000130,2026-01-24T12:48:00,upi,Yes Bank,726.93,33,2,12,23,expired_card,False,delayed_retry@12,False,False,False,False,False,True
txn_000396,cust_000313,2026-06-15T09:11:00,wallet,Yes Bank,1091.91,96,2,9,22,technical_bank_side,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000397,cust_001220,2026-01-26T21:37:00,netbanking,Yes Bank,1601.93,51,0,21,11,insufficient_funds,False,delayed_retry@48,False,False,False,False,False,False
txn_000398,cust_000657,2026-03-10T08:46:00,card,Yes Bank,2312.38,05,2,8,26,technical_bank_side,False,do_nothing,False,False,False,True,True,False
txn_000399,cust_000428,2026-05-22T00:06:00,wallet,Axis,854.56,61,2,0,4,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000400,cust_001114,2026-03-19T05:09:00,card,SBI,2953.3,65,2,5,23,insufficient_funds,False,do_nothing,False,False,True,True,False,True
txn_000401,cust_001107,2026-06-02T06:57:00,card,IDFC,5386.54,91,0,6,28,technical_bank_side,False,do_nothing,False,False,True,True,True,False
txn_000402,cust_000672,2026-05-04T00:28:00,card,Yes Bank,738.31,51,0,0,11,insufficient_funds,False,delayed_retry@12,False,False,False,False,True,False
txn_000403,cust_001035,2026-05-24T13:45:00,card,Yes Bank,141.64,54,2,13,13,expired_card,False,prompt_new_payment_method,True,False,False,False,False,True
txn_000404,cust_000130,2026-02-27T19:42:00,upi,Yes Bank,339.13,82,1,19,10,invalid_details,False,delayed_retry@48,False,False,False,False,False,True
txn_000405,cust_000366,2026-06-01T21:49:00,card,Yes Bank,4278.26,91,0,21,13,technical_bank_side,False,do_nothing,False,False,False,True,True,True
txn_000406,cust_000387,2026-01-19T10:19:00,upi,Kotak,104.26,63,0,10,21,fraud_suspected,True,prompt_new_payment_method,False,False,False,False,False,False
txn_000407,cust_000269,2026-03-16T09:41:00,netbanking,ICICI,1863.69,51,0,9,10,insufficient_funds,False,prompt_new_payment_method,False,True,True,True,True,False
txn_000408,cust_001230,2026-05-24T17:51:00,upi,SBI,11612.31,51,0,17,22,insufficient_funds,False,do_nothing,True,True,False,True,True,False
txn_000409,cust_001209,2026-01-06T00:40:00,upi,HDFC,1346.58,05,3,0,7,technical_bank_side,False,immediate_retry,True,True,True,False,False,False
txn_000410,cust_001112,2026-03-16T20:22:00,netbanking,ICICI,229.17,54,0,20,14,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000411,cust_000723,2026-03-27T17:16:00,card,Axis,1010.36,91,2,17,2,technical_bank_side,False,delayed_retry@48,True,False,False,True,True,False
txn_000412,cust_000557,2026-02-17T06:51:00,netbanking,ICICI,1709.84,91,1,6,30,technical_bank_side,False,delayed_retry@12,False,True,True,False,True,True
txn_000413,cust_000810,2026-04-27T07:50:00,card,Yes Bank,815.01,96,0,7,14,technical_bank_side,False,immediate_retry,False,False,False,False,False,False
txn_000414,cust_000840,2026-01-23T08:20:00,netbanking,Yes Bank,4094.9,14,0,8,15,invalid_details,False,do_nothing,False,False,False,False,False,True
txn_000415,cust_001376,2026-02-15T23:23:00,upi,SBI,887.8,33,1,23,13,expired_card,False,immediate_retry,False,False,False,False,False,False
txn_000416,cust_000841,2026-03-11T01:39:00,card,Yes Bank,1208.77,51,0,1,26,technical_bank_side,False,delayed_retry@48,True,False,True,True,True,True
txn_000417,cust_000714,2026-01-11T20:55:00,card,IDFC,1854.98,96,2,20,6,technical_bank_side,False,do_nothing,True,True,True,True,True,False
txn_000418,cust_001142,2026-02-14T09:38:00,card,ICICI,162.89,54,0,9,15,expired_card,False,delayed_retry@12,False,False,False,False,False,True
txn_000419,cust_000747,2026-04-12T18:24:00,upi,SBI,1114.47,54,0,18,9,expired_card,False,do_nothing,False,False,False,False,False,True
txn_000420,cust_000429,2026-02-24T12:09:00,netbanking,IDFC,1054.86,91,0,12,14,technical_bank_side,False,delayed_retry@48,False,False,False,False,False,False
txn_000421,cust_000152,2026-01-29T16:58:00,wallet,Axis,1204.84,96,0,16,6,technical_bank_side,False,prompt_new_payment_method,False,False,True,False,False,False
txn_000422,cust_001251,2026-06-01T16:57:00,card,Yes Bank,255.06,05,1,16,27,technical_bank_side,False,do_nothing,False,False,True,False,False,True
txn_000423,cust_001033,2026-06-15T06:22:00,upi,Yes Bank,1712.04,05,0,6,9,insufficient_funds,False,delayed_retry@48,False,False,False,True,False,False
txn_000424,cust_001268,2026-06-13T09:06:00,card,Kotak,2901.11,54,3,9,24,expired_card,False,immediate_retry,False,False,False,False,False,True
txn_000425,cust_000733,2026-05-22T08:53:00,card,IDFC,641.46,82,0,8,23,invalid_details,False,immediate_retry,False,False,False,False,False,False
txn_000426,cust_000494,2026-06-24T16:46:00,card,ICICI,791.87,51,0,16,27,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000427,cust_000166,2026-05-22T08:55:00,card,Axis,4266.2,96,0,8,14,technical_bank_side,False,prompt_new_payment_method,False,False,True,True,True,False
txn_000428,cust_000428,2026-01-30T01:08:00,netbanking,Axis,526.28,59,1,1,31,fraud_suspected,True,immediate_retry,False,False,False,False,False,False
txn_000429,cust_001385,2026-01-24T20:59:00,upi,IDFC,7416.2,05,2,20,9,technical_bank_side,False,delayed_retry@48,True,False,False,False,True,False
txn_000430,cust_000907,2026-05-05T10:02:00,card,ICICI,2839.23,33,0,10,4,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000431,cust_001120,2026-01-14T15:04:00,card,Axis,1241.16,96,2,15,18,technical_bank_side,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000432,cust_001369,2026-01-20T08:32:00,upi,Yes Bank,3306.62,05,1,8,16,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000433,cust_001058,2026-03-23T03:42:00,upi,Axis,646.73,14,1,3,28,invalid_details,False,delayed_retry@12,False,True,False,False,False,True
txn_000434,cust_001290,2026-05-18T09:06:00,wallet,ICICI,5610.65,14,0,9,18,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000435,cust_001472,2026-07-04T13:05:00,wallet,Kotak,706.5,96,0,13,5,technical_bank_side,False,delayed_retry@12,True,False,True,True,True,False
txn_000436,cust_000561,2026-01-13T21:32:00,upi,HDFC,1536.81,05,0,21,19,insufficient_funds,False,do_nothing,False,False,False,False,True,False
txn_000437,cust_001152,2026-06-10T20:24:00,card,SBI,1493.27,59,2,20,25,fraud_suspected,True,do_nothing,False,False,False,False,False,False
txn_000438,cust_001473,2026-01-30T20:12:00,upi,IDFC,848.67,51,3,20,4,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000439,cust_000390,2026-05-02T19:15:00,card,Yes Bank,541.83,51,0,19,30,insufficient_funds,False,immediate_retry,False,False,False,True,False,False
txn_000440,cust_001310,2026-03-16T00:02:00,card,Kotak,2006.47,51,1,0,13,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000441,cust_000350,2026-03-23T22:30:00,card,ICICI,1016.34,96,0,22,25,technical_bank_side,False,delayed_retry@48,False,False,True,True,False,False
txn_000442,cust_000127,2026-07-09T05:43:00,upi,Yes Bank,737.93,05,0,5,25,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000443,cust_000472,2026-05-26T06:33:00,card,ICICI,2147.9,05,0,6,19,technical_bank_side,False,prompt_new_payment_method,False,True,True,False,True,False
txn_000444,cust_000252,2026-07-18T14:35:00,card,IDFC,5929.69,05,2,14,2,insufficient_funds,False,do_nothing,False,False,False,True,False,False
txn_000445,cust_000225,2026-02-05T12:26:00,upi,Kotak,526.28,91,0,12,3,technical_bank_side,False,delayed_retry@48,False,False,False,False,False,True
txn_000446,cust_000631,2026-06-13T03:08:00,card,IDFC,937.37,82,1,3,5,invalid_details,False,delayed_retry@48,False,False,False,False,False,True
txn_000447,cust_001462,2026-02-20T13:05:00,upi,ICICI,4441.34,12,0,13,29,invalid_details,False,delayed_retry@12,False,False,False,False,False,False
txn_000448,cust_001271,2026-06-03T13:35:00,wallet,Kotak,1080.35,96,2,13,10,technical_bank_side,False,immediate_retry,False,False,False,False,False,False
txn_000449,cust_000682,2026-04-27T20:21:00,upi,ICICI,817.48,14,0,20,24,invalid_details,False,immediate_retry,False,False,False,False,False,False
txn_000450,cust_001018,2026-06-25T21:35:00,upi,IDFC,4970.45,51,2,21,3,technical_bank_side,False,immediate_retry,False,False,False,False,False,False
txn_000451,cust_000547,2026-04-20T17:54:00,upi,ICICI,2686.05,96,2,17,20,technical_bank_side,False,prompt_new_payment_method,False,False,True,True,True,False
txn_000452,cust_000695,2026-04-26T04:33:00,upi,HDFC,182.88,51,2,4,6,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000453,cust_000431,2026-01-14T03:19:00,wallet,HDFC,1863.66,51,1,3,29,insufficient_funds,False,delayed_retry@48,True,False,False,True,True,False
txn_000454,cust_000502,2026-06-13T16:50:00,card,Axis,275.89,33,0,16,1,expired_card,False,do_nothing,False,False,False,False,False,True
txn_000455,cust_000107,2026-06-29T02:50:00,card,SBI,647.75,91,0,2,22,technical_bank_side,False,prompt_new_payment_method,False,True,True,False,False,False
txn_000456,cust_000105,2026-07-12T15:42:00,upi,Yes Bank,229.37,12,0,15,19,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000457,cust_000971,2026-01-03T21:10:00,upi,IDFC,3906.24,82,0,21,29,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000458,cust_001462,2026-02-18T10:13:00,card,IDFC,383.67,96,1,10,11,technical_bank_side,False,delayed_retry@12,False,False,False,False,False,False
txn_000459,cust_000844,2026-05-20T13:30:00,wallet,Yes Bank,214.16,51,0,13,26,technical_bank_side,False,do_nothing,False,False,True,True,True,False
txn_000460,cust_000722,2026-07-03T14:51:00,wallet,HDFC,719.81,33,0,14,29,expired_card,False,immediate_retry,False,False,False,False,False,True
txn_000461,cust_000089,2026-01-27T09:57:00,upi,SBI,780.29,51,0,9,4,insufficient_funds,False,do_nothing,False,False,False,True,False,False
txn_000462,cust_000352,2026-05-10T16:21:00,netbanking,Yes Bank,3898.08,59,1,16,13,fraud_suspected,True,do_nothing,False,False,False,False,False,False
txn_000463,cust_001348,2026-04-25T13:43:00,upi,Kotak,1812.67,33,0,13,14,expired_card,False,delayed_retry@48,False,False,False,False,False,True
txn_000464,cust_000811,2026-03-06T15:04:00,upi,SBI,700.79,51,2,15,29,insufficient_funds,False,delayed_retry@48,True,False,False,True,True,False
txn_000465,cust_000397,2026-05-08T01:01:00,upi,SBI,293.82,51,0,1,5,insufficient_funds,False,delayed_retry@12,False,False,False,False,True,False
txn_000466,cust_000092,2026-01-24T10:41:00,wallet,ICICI,2648.19,96,3,10,14,technical_bank_side,False,immediate_retry,True,True,True,True,True,True
txn_000467,cust_000072,2026-03-04T17:57:00,netbanking,ICICI,4018.45,33,1,17,17,invalid_details,False,delayed_retry@48,False,True,False,False,False,True
txn_000468,cust_000156,2026-01-12T23:48:00,upi,Kotak,2448.58,91,1,23,12,technical_bank_side,False,immediate_retry,False,False,False,False,False,False
txn_000469,cust_000955,2026-01-20T13:17:00,netbanking,HDFC,3362.57,91,1,13,4,technical_bank_side,False,do_nothing,False,False,True,False,False,False
txn_000470,cust_000090,2026-03-28T21:46:00,card,HDFC,1108.84,65,0,21,26,insufficient_funds,False,delayed_retry@48,False,True,False,True,False,True
txn_000471,cust_000594,2026-03-01T16:24:00,netbanking,IDFC,522.83,51,1,16,16,invalid_details,False,do_nothing,False,False,True,False,True,False
txn_000472,cust_000498,2026-03-03T19:29:00,upi,Axis,10206.46,51,0,19,25,insufficient_funds,False,delayed_retry@48,False,False,False,True,False,False
txn_000473,cust_000156,2026-03-12T22:31:00,card,Axis,395.68,05,1,22,22,expired_card,False,immediate_retry,True,True,True,False,True,True
txn_000474,cust_000214,2026-07-18T08:27:00,card,IDFC,902.92,82,0,8,19,invalid_details,False,prompt_new_payment_method,True,False,False,True,False,True
txn_000475,cust_001130,2026-01-09T09:57:00,card,IDFC,1507.77,54,1,9,6,expired_card,False,delayed_retry@48,False,False,False,False,False,False
txn_000476,cust_001008,2026-05-13T08:19:00,netbanking,Yes Bank,1981.94,96,0,8,6,technical_bank_side,False,immediate_retry,False,False,False,True,True,True
txn_000477,cust_000737,2026-06-23T04:22:00,card,SBI,302.26,54,1,4,7,expired_card,False,delayed_retry@48,True,False,False,False,True,True
txn_000478,cust_001465,2026-01-28T18:23:00,card,Kotak,777.39,96,0,18,29,technical_bank_side,False,do_nothing,False,False,True,True,True,False
txn_000479,cust_000372,2026-02-19T20:59:00,netbanking,IDFC,703.67,14,0,20,13,invalid_details,False,delayed_retry@48,False,False,False,False,False,True
txn_000480,cust_000837,2026-07-17T21:00:00,wallet,Kotak,4916.71,54,0,21,26,expired_card,False,immediate_retry,False,False,False,False,False,True
txn_000481,cust_000273,2026-04-16T17:31:00,upi,ICICI,196.64,61,1,17,17,insufficient_funds,False,do_nothing,True,True,True,True,True,True
txn_000482,cust_000120,2026-06-24T03:47:00,wallet,Yes Bank,236.05,14,0,3,4,invalid_details,False,do_nothing,True,True,False,False,False,True
txn_000483,cust_000881,2026-01-31T23:03:00,netbanking,SBI,4208.8,12,0,23,12,invalid_details,False,delayed_retry@12,False,False,False,False,False,True
txn_000484,cust_000452,2026-02-08T19:58:00,wallet,ICICI,3959.35,33,1,19,6,expired_card,False,delayed_retry@12,False,False,False,False,False,True
txn_000485,cust_000778,2026-05-24T19:36:00,netbanking,Axis,1351.98,05,2,19,29,fraud_suspected,True,immediate_retry,False,False,False,False,False,False
txn_000486,cust_000128,2026-04-26T22:13:00,upi,Yes Bank,1258.78,82,0,22,7,invalid_details,False,delayed_retry@48,False,False,False,False,False,False
txn_000487,cust_001337,2026-07-03T16:35:00,netbanking,IDFC,425.37,65,0,16,11,insufficient_funds,False,do_nothing,False,False,True,True,True,False
txn_000488,cust_001404,2026-01-04T17:12:00,card,ICICI,2437.22,05,0,17,8,insufficient_funds,False,prompt_new_payment_method,False,False,False,True,False,False
txn_000489,cust_001489,2026-04-04T08:54:00,card,Kotak,297.58,51,2,8,28,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000490,cust_000115,2026-04-28T08:47:00,upi,ICICI,545.17,96,3,8,28,technical_bank_side,False,do_nothing,False,False,True,False,False,False
txn_000491,cust_001313,2026-03-26T18:04:00,upi,HDFC,1791.55,96,0,18,15,technical_bank_side,False,delayed_retry@48,False,False,True,True,False,False
txn_000492,cust_001190,2026-06-26T19:30:00,netbanking,ICICI,311.35,51,0,19,31,technical_bank_side,False,immediate_retry,True,False,True,True,False,False
txn_000493,cust_000427,2026-03-19T02:07:00,card,HDFC,8955.79,51,2,2,5,insufficient_funds,False,do_nothing,False,False,False,True,True,True
txn_000494,cust_000960,2026-04-16T02:57:00,upi,HDFC,1127.15,14,0,2,22,invalid_details,False,delayed_retry@12,False,False,False,False,False,False
txn_000495,cust_001025,2026-07-11T10:18:00,wallet,Kotak,385.76,96,0,10,23,technical_bank_side,False,delayed_retry@12,False,False,True,False,False,False
txn_000496,cust_001256,2026-02-21T00:41:00,upi,SBI,1426.35,05,1,0,8,insufficient_funds,False,delayed_retry@12,False,False,False,False,True,False
txn_000497,cust_001262,2026-07-15T07:45:00,upi,SBI,400.85,05,2,7,11,expired_card,False,prompt_new_payment_method,True,False,False,False,False,True
txn_000498,cust_001417,2026-03-23T20:26:00,netbanking,SBI,624.26,59,0,20,8,fraud_suspected,True,immediate_retry,False,False,False,False,False,False
txn_000499,cust_001090,2026-07-03T02:00:00,netbanking,Yes Bank,1158.53,51,1,2,19,technical_bank_side,False,prompt_new_payment_method,False,False,True,True,True,False
txn_000500,cust_000386,2026-04-22T11:37:00,card,SBI,443.71,96,1,11,19,technical_bank_side,False,delayed_retry@48,True,False,True,False,True,False
txn_000501,cust_001380,2026-06-10T16:37:00,upi,IDFC,3540.78,61,1,16,30,insufficient_funds,False,do_nothing,False,False,False,True,True,False
txn_000502,cust_000105,2026-03-28T17:22:00,upi,Kotak,1726.66,54,0,17,24,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000503,cust_000671,2026-07-17T12:47:00,upi,Axis,225.14,59,0,12,8,fraud_suspected,True,immediate_retry,False,False,False,False,False,False
txn_000504,cust_001214,2026-06-13T01:47:00,upi,Axis,1182.65,05,2,1,3,fraud_suspected,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000505,cust_000234,2026-04-29T13:57:00,card,SBI,2053.28,59,1,13,14,fraud_suspected,True,delayed_retry@12,False,False,False,False,False,False
txn_000506,cust_000461,2026-06-10T01:44:00,wallet,Axis,942.95,96,0,1,3,technical_bank_side,False,prompt_new_payment_method,False,True,True,False,False,False
txn_000507,cust_000269,2026-06-02T08:27:00,card,Kotak,264.74,65,3,8,16,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,True
txn_000508,cust_000386,2026-06-19T22:33:00,card,HDFC,344.34,59,3,22,29,insufficient_funds,True,delayed_retry@48,False,False,False,False,False,False
txn_000509,cust_000431,2026-03-24T15:12:00,card,SBI,388.31,51,1,15,26,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000510,cust_000229,2026-01-23T00:31:00,upi,Kotak,3409.66,91,2,0,30,technical_bank_side,False,immediate_retry,False,False,False,True,False,True
txn_000511,cust_000536,2026-01-11T11:45:00,card,Axis,2438.15,96,2,11,18,technical_bank_side,False,delayed_retry@12,False,False,False,False,False,False
txn_000512,cust_000727,2026-06-26T02:38:00,netbanking,HDFC,1028.23,61,0,2,24,insufficient_funds,False,do_nothing,False,False,True,True,False,False
txn_000513,cust_000965,2026-07-17T08:38:00,card,IDFC,1125.04,96,0,8,30,technical_bank_side,False,prompt_new_payment_method,False,False,True,True,False,False
txn_000514,cust_000769,2026-03-08T05:00:00,upi,Axis,1426.53,05,0,5,19,insufficient_funds,False,delayed_retry@48,False,False,False,False,False,False
txn_000515,cust_000592,2026-01-07T08:56:00,upi,IDFC,966.88,96,0,8,10,technical_bank_side,False,delayed_retry@48,False,False,True,False,False,False
txn_000516,cust_000761,2026-01-28T21:52:00,upi,Axis,451.75,51,1,21,30,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000517,cust_000949,2026-02-13T03:59:00,upi,Kotak,4753.59,61,3,3,21,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000518,cust_000104,2026-01-22T20:09:00,card,IDFC,937.71,51,2,20,11,invalid_details,False,delayed_retry@48,False,False,False,False,False,False
txn_000519,cust_001183,2026-01-25T12:09:00,upi,HDFC,1981.76,63,0,12,7,fraud_suspected,True,delayed_retry@12,False,True,False,False,False,False
txn_000520,cust_000442,2026-05-24T19:02:00,card,IDFC,582.17,05,0,19,28,technical_bank_side,False,prompt_new_payment_method,False,False,True,False,True,False
txn_000521,cust_001018,2026-06-24T22:00:00,card,Kotak,403.16,33,3,22,3,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000522,cust_000352,2026-05-15T07:19:00,netbanking,Yes Bank,1553.25,91,0,7,8,insufficient_funds,False,delayed_retry@48,True,False,True,False,True,False
txn_000523,cust_001131,2026-07-10T22:54:00,upi,HDFC,649.52,91,1,22,28,fraud_suspected,False,do_nothing,False,False,False,False,False,False
txn_000524,cust_000630,2026-02-04T16:47:00,card,SBI,954.95,51,0,16,29,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000525,cust_000823,2026-05-05T19:00:00,card,Kotak,438.38,96,2,19,5,technical_bank_side,False,delayed_retry@12,False,False,True,False,False,True
txn_000526,cust_001040,2026-02-14T08:33:00,netbanking,IDFC,2311.64,51,0,8,27,expired_card,False,immediate_retry,False,False,False,False,True,False
txn_000527,cust_000722,2026-04-12T15:44:00,card,HDFC,1708.74,91,1,15,10,technical_bank_side,False,prompt_new_payment_method,False,True,True,True,True,False
txn_000528,cust_001402,2026-06-08T22:46:00,upi,SBI,3858.59,05,0,22,14,invalid_details,False,delayed_retry@48,False,False,True,False,False,True
txn_000529,cust_000837,2026-02-17T01:35:00,card,ICICI,992.14,54,1,1,2,expired_card,False,do_nothing,False,False,False,False,False,False
txn_000530,cust_000987,2026-05-10T04:18:00,wallet,ICICI,2246.9,91,0,4,10,technical_bank_side,False,delayed_retry@48,False,False,True,True,False,False
txn_000531,cust_000584,2026-03-18T21:02:00,upi,Kotak,235.06,05,0,21,28,technical_bank_side,False,delayed_retry@48,True,False,False,False,True,False
txn_000532,cust_000687,2026-02-17T08:19:00,card,IDFC,186.42,51,1,8,31,technical_bank_side,False,delayed_retry@48,True,True,False,True,True,False
txn_000533,cust_000224,2026-02-14T23:47:00,card,SBI,1832.37,05,1,23,24,expired_card,False,delayed_retry@12,False,False,False,False,False,True
txn_000534,cust_000529,2026-01-29T00:33:00,upi,HDFC,1308.42,96,0,0,23,technical_bank_side,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000535,cust_000580,2026-05-28T21:43:00,card,HDFC,671.41,51,0,21,30,insufficient_funds,False,delayed_retry@12,False,False,False,False,True,False
txn_000536,cust_001257,2026-02-24T17:05:00,card,ICICI,3263.85,51,0,17,28,insufficient_funds,False,immediate_retry,False,False,False,True,False,False
